type,properties/@id,properties/name,properties/tourism,properties/wheelchair,properties/wikidata,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:province,properties/addr:street,properties/amenity,properties/cuisine,properties/opening_hours,properties/phone,properties/source,properties/addr:unit,properties/check_date,properties/email,properties/website,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/diet:gluten_free,properties/operator,properties/payment:mastercard,properties/payment:visa,properties/drive_through,properties/takeaway,properties/official_name,properties/name:zh,properties/addr:country,properties/website:en,properties/website:fr,properties/url,properties/toilets:wheelchair,properties/created_by,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:en,properties/name:zh-Hans,properties/indoor_seating,properties/outdoor_seating,properties/level,properties/level:ref,properties/note,properties/branch,properties/contact:facebook,properties/delivery,properties/smoking,properties/internet_access,properties/old_name,properties/internet_access:fee,properties/leisure,properties/start_date,properties/website:menu,properties/check_date:currency:XBT,properties/check_date:internet_access,properties/capacity,properties/layer,properties/short_name,properties/reservation,properties/fax,properties/toilets,properties/rice_noodle,properties/alt_name,properties/wheelchair:description,properties/contact:instagram,properties/diet:vegan,properties/delivery:partner,properties/payment:interac,properties/contact:yelp,properties/not:brand:wikidata,properties/check_date:opening_hours,properties/air_conditioning,properties/diet:vegetarian,properties/long_name,properties/diet:meat,properties/payment:cash,properties/payment:e-transfer,properties/self_service,properties/contact:youtube,properties/diet:halal,properties/wifi,properties/stars,properties/attraction,properties/species,properties/brand:en,properties/brand:zh,properties/contact:twitter,properties/internet_access:ssid,properties/source:name,properties/description,properties/shop,properties/diet:seafood,properties/name:cs,properties/name:fr,properties/changing_table,properties/name:ja,properties/diet:keto,properties/facebook,properties/payment:cards,properties/breakfast,properties/payment:american_express,properties/craft,properties/int_name,properties/payment:contactless,properties/species:wikidata,properties/species:wikipedia,properties/rooms,properties/building:levels,properties/twitter,properties/microbrewery,properties/min_age,properties/opening_hours:kitchen,properties/contact:website,properties/lunch,properties/diet:lactose_free,properties/bar,properties/opening_date,properties/addr:county,properties/opening_hours:covid19,properties/all_you_can_eat,properties/toilets:menstrual_products,properties/name:zh-Hant,properties/theme,properties/payment:discover_card,properties/was:contact:google_plus,properties/contact:spotify,properties/contact:tiktok,properties/phone:mnemonic,properties/payment:app,properties/payment:neo,properties/was:website,properties/name:ko,properties/payment:apple_pay,properties/payment:diners_club,properties/payment:jcb,properties/payment:square_wallet,properties/payment:unionpay,properties/diet:pescetarian,properties/sport,properties/cafe,properties/diet:dairy_free,properties/toilets:access,properties/language:en,properties/language:vi,properties/live_music,properties/phone:signed,properties/source:phone,properties/strapline,properties/language:am,properties/old_name:--2017,properties/old_name:2018--2023,properties/diet:mediterranean,properties/highchair,properties/organic,properties/opening_hours:signed,properties/instagram,properties/brewery,properties/toilets:position,properties/drink:coffee,properties/drink:espresso,properties/drink:tea,properties/addr:floor,properties/diet:healthy,properties/diet:local,properties/diet:organic
Feature,node/7455296222,The Chopped Leaf,,,,Point,-113.9849459,51.0705828,node/7455296222,Calgary,3561,T1Y 6R3,AB,20 Avenue NE,restaurant,salad,,,,120,,,,The Chopped Leaf,Q116904982,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7455446701,Chopped Leaf,,,,Point,-114.0101171,50.9630999,node/7455446701,Calgary,163,T2C 5E1,AB,Quarry Park Boulevard SE,restaurant,salad,,,,B1311,,,,The Chopped Leaf,Q116904982,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7630649554,McCafé,,,,Point,-114.028737,51.1531624,node/7630649554,,,,,,cafe,coffee_shop,,,,,,,,McCafé,Q3114287,en:McCafé,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7630654126,EDO,,,,Point,-114.0276959,51.1507708,node/7630654126,,,,,,cafe,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7836114830,Pelican Pier,,,,Point,-114.09427,51.0911052,node/7836114830,Calgary,4404,T2K 1J5,,14 Street NW,restaurant,seafood,Su-Th 11:30-20:00; Fr-Sa 11:30-20:30,+1-403-289-6100,,10,,,https://www.pelicanpier.ca/kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7850412107,Vern's Pizza,,,,Point,-113.9904623,51.0475116,node/7850412107,,,,,,restaurant,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7850439255,Deagla,,,,Point,-113.9587373,51.0350314,node/7850439255,Calgary,5147,T2B 0B1,,20 Avenue SE,restaurant,shawarma,,+1-403-474-5489,,,,,https://www.deaglarestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7851626586,Tim Hortons,,,,Point,-114.075772,51.0489238,node/7851626586,,640,T2P 3G4,,5 Avenue SW,cafe,coffee_shop,Mo-Fr 06:00-18:00; Sa 08:00-17:00; Su off,,,,,,,Tim Hortons,Q175106,en:Tim Hortons,,,,,no,yes,,,,,,,,,,,,,,no,,,,,,,,wlan,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7865957485,Tamarind Vietnamese Grill & Noodle House,,,,Point,-114.082212,51.0420943,node/7865957485,,908,T2R 0J4,,12 Avenue SW,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamarind Vietnamese Grill & Noodle House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7866885685,Marco's Kitchen,,,,Point,-114.0589305,51.0672797,node/7866885685,,2-222,T2E 1J8,,16 Avenue NE,restaurant,chinese,,,,,,marcoskitchen88@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7873873087,Masala Lounge & Grill,,,,Point,-114.0911056,51.0429805,node/7873873087,,1249,T3C 0M4,,11 Avenue SW,restaurant,indian,Su-We 11:00-23:00; Th-Sa 11:00-24:00,+1 825-540-1627,,,,,https://masalaloungeandgrill.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,Calgary Beltline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7914057503,Osteria Chef's Table,,,,Point,-114.0863756,51.0528636,node/7914057503,,201,T2N 1V5,,10 Street NW,restaurant,italian,"Mo off, Tu-Fr 11:00-22:00; Sa 14:00-23:00; Su 16:00-21:00",+1 403-283-5553,,B,,,https://www.osteria.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7914057504,HEAL Wellness,,,,Point,-114.0863695,51.0526784,node/7914057504,Calgary,201,T2N 1V5,Alberta,10 Street NW,restaurant,acai,,+1 403-283-0305,,A,,,https://www.healwellness.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7914160191,Tim Hortons,,,,Point,-114.0891675,51.0526381,node/7914160191,,1204,T2N 3P5,,Kensington Road NW,cafe,coffee_shop,,,,,,,,Tim Hortons,Q175106,en:Tim Hortons,,,,,no,yes,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7981589472,Kingfisher,,,,Point,-114.0623823,51.0495309,node/7981589472,,328,,,Centre Street SE,restaurant,,,,,203,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8189473525,Cuty Vietnamese Kitchen,,,,Point,-114.1625659,51.1052221,node/8189473525,,5005,T3A 5R8,,Dalhousie Drive NW,restaurant,vietnamese,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8349040417,Park Inn Hotel and Suites,hotel,,,Point,-114.0271979,51.140661,node/8349040417,,,,,,,,,,,,2024-07-30,,,Park Inn,Q60711675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8407097991,Loophole Coffee Bar,,,,Point,-114.0859586,51.0465007,node/8407097991,Calgary,750,T2G 5P4,Alberta,10 Street SW,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8416734226,,,,,Point,-114.0673623,51.0498849,node/8416734226,Calgary,1582,,AB,2 Street SW,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8418829868,Manuel Latruwe,,,,Point,-114.061531,51.0397717,node/8418829868,,1333,T2G 5L1,,1 Street SE,cafe,bakery;coffee;sandwich;ice_cream;breakfast,Th-Sa 09:00-15:00,+1-403-261-1092,,,,,https://manuellatruwe.com/,,,,,,,,,,,,,,,,,,,,,,yes,no,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8430953221,Pho Sate Nolan Hill,,,,Point,-114.1581834,51.1724802,node/8430953221,,,,,,restaurant,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8430953222,Indique,,,,Point,-114.1581051,51.1725027,node/8430953222,,,,,,restaurant,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8439358043,Tim Hortons,,,,Point,-114.053402,51.0455257,node/8439358043,Calgary,755,T2G 1T1,Alberta,4 Street SE,cafe,coffee_shop,,+1 403 457 8801,,,,,https://www.timhortons.com/,Tim Hortons,Q175106,en:Tim Hortons,,,,,no,yes,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8439376913,Good Earth,,yes,,Point,-114.0504467,51.0463854,node/8439376913,Calgary,602,T2G 0H3,Alberta,7 Avenue SE,cafe,coffee_shop,Mo-Su 08:00-17:00,,,,2023-11-08,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8454483167,IKUSA Izakaya & Tokyo Market,,,,Point,-114.0414,51.0529601,node/8454483167,Calgary,903,,Alberta,General Avenue NE,restaurant,japanese,,,,,,,https://ikusaizakaya.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8454483168,Peace Beauty Cafe,,,,Point,-114.0414022,51.0535081,node/8454483168,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8454540792,Vero Bistro Moderne,,,,Point,-114.0861493,51.0531131,node/8454540792,Calgary,209,T2N 1V5,Alberta,10 Street NW,restaurant,bistro,,+1 403-283-8988,,,,,https://www.verobistro.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8454540813,Pho Houz vietnamese kitchen,,,,Point,-114.086206,51.0557702,node/8454540813,,,,,,restaurant,,Mo-Su 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8476706638,Latin American Empanadas Ltd.,,,,Point,-114.0141066,51.080546,node/8476706638,Calgary,1916A,T2E 7B2,Alberta,30 Avenue NE,restaurant,latin_american,,+1-587-470-0186,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8495295747,Meltwich Food Co.,,,,Point,-114.086549,51.0381712,node/8495295747,Calgary,1610,T2R 1G1,AB,10 Street SW,restaurant,,closed,+1-403-454-6358,,,,,https://meltwich.com/location/calgary-17th-ave/,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/meltwich/,,,wlan,,,,,,,,,,,,,,,,,meltwichcanada,yes,,,,,2023-10-14,,yes,,,,,,,yes,,,,,,,@meltwichfoodco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8495295748,Hankki Korean Street Food,,,,Point,-114.08641,51.0379897,node/8495295748,Calgary,1058,T2T 0A5,AB,17 Avenue SW,restaurant,korean,,,,,,info@hankkica.com,https://hankkica.com/,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8495295754,Taste of Yemen,,,,Point,-114.086275,51.0376652,node/8495295754,Calgary,1033,T2T 0A9,AB,17 Avenue SW,restaurant,,,,,,,,https://tasteofyemen.ca/,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8495295758,King's Chinese Food,,,,Point,-114.086241,51.0379836,node/8495295758,Calgary,1050,T2T 0A5,AB,17 Avenue SW,restaurant,chinese,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8554964223,Dragon Pearl,,,,Point,-114.0352823,51.0414749,node/8554964223,Calgary,1223,T2G 0S9,AB,9 Avenue SE,restaurant,chinese,,+1-403-233-8810,,,,,https://dragonpearl.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dragonpearl.ca/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8554964227,The Eden,,,,Point,-114.0356637,51.0415946,node/8554964227,,1219,T2G 0S9,,9 Avenue SE,restaurant,,,+1-403-266-1005,,,,info@edenbistro.ca,http://edenbistro.ca/,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8740751714,Kung Fu Tea,,,,Point,-114.054602,51.1113381,node/8740751714,Calgary,564,T2K 6H9,Alberta,64 Avenue NE,cafe,bubble_tea,12:00-21:00,+1-403-454-3960,,,,,http://kungfuteacalgary.com/,Kung Fu Tea,Q66023886,,,,,,,yes,,,,,,,,,,,,,,,,,,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8790412235,KIWA Restaurant,,,,Point,-114.0551627,51.1114981,node/8790412235,Calgary,6626,T2K 6H2,Alberta,4 Street NE,restaurant,asian,,+1 587-880-4489,,,,,https://kiwa66.wixsite.com/kiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8790534858,Buffet Yangtze,,,,Point,-114.0401682,51.1086329,node/8790534858,Calgary,901,T2E 7P4,Alberta,64 Avenue NE,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8793422160,Shanghai Classic Restaurant,,,,Point,-114.0703252,51.1282896,node/8793422160,Calgary,8282,T3K 2X4,Alberta,Centre Street N,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,泰丰楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8793422205,Saigon Red Sky,,,,Point,-114.0555561,51.1267958,node/8793422205,Calgary,176,T3K 2M9,Alberta,Bedford Drive NE,restaurant,asian;vietnamese,,+1-403-265-8668,,09,,,https://www.saigon-red-sky.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8793579852,Executive Residency by Best Western Calgary City View North,hotel,,Q135249087,Point,-114.0605659,51.1404912,node/8793579852,Calgary,9665,T3K 0S2,Alberta,Aurora Park Link NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8793715263,CAFE H.K,,,,Point,-114.069365,51.1415906,node/8793715263,Calgary,9650,T3K 0B3,Alberta,Harvest Hills Boulevard N,restaurant,chinese,,+1-403-532-3982,,,,,http://www.tasteofasiagroup.ca/,,,,,,,,,,,,,,,,,,,,,桃园茶餐厅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8793715265,Coco,,,,Point,-114.069546,51.1405908,node/8793715265,Calgary,9650,T3K 0B3,Alberta,Harvest Hills Boulevard N,cafe,bubble_tea,,,,1109,,,,CoCo,Q65084369,,,,,,,yes,,,,,,,,,,,,都可,,,,,,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8795934725,Po-ke,,,,Point,-114.0623426,51.0600672,node/8795934725,Calgary,908A,T2E 2P7,Alberta,Centre Street N,restaurant,asian,,+1 403-735-6129,,,,,https://po-ke.ca/,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8795934727,Sought and Found Coffee Roasters,,,,Point,-114.0623449,51.0602052,node/8795934727,Calgary,916,T2E 2P7,Alberta,Centre Street N,cafe,coffee_shop,,+1-403-830-7278,,,2025-11-11,,https://www.soughtxfound.coffee/,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8795934729,Tokyo Street Market,,,,Point,-114.062336,51.0605031,node/8795934729,Calgary,922,T2E 2P7,Alberta,Centre Street N,restaurant,japanese,,+1-403-452-3794,,,,,https://tokyostreetmarket.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8796945775,Kobe Teppanyaki Lounge,,,,Point,-114.038961,51.1088037,node/8796945775,Calgary,901,T2E 7P4,Alberta,64 Avenue NE,restaurant,japanese,Mo-Su 12:00-20:00,+1-403-730-8826,,4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8796945777,IHOP,,,,Point,-114.0390843,51.108558,node/8796945777,Calgary,901,T2E 7P4,Alberta,64 Avenue NE,restaurant,breakfast;pancake,,+1-403-275-6803,,4170,,,https://ihop.ca/,IHOP,Q1185675,en:IHOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
