type,properties/@id,properties/alt_name,properties/ele,properties/gnis:feature_id,properties/name,properties/name:en,properties/name:ko,properties/place,properties/population,properties/tourism,properties/wikidata,properties/wikipedia,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/amenity,properties/created_by,properties/addr:housenumber,properties/addr:street,properties/opening_hours,properties/phone,properties/website,properties/addr:city,properties/addr:postcode,properties/addr:state,properties/brand,properties/brand:wikidata,properties/cuisine,properties/heritage,properties/heritage:operator,properties/historic,properties/name:zh,properties/ref:nrhp,properties/landuse,properties/resource,properties/wheelchair,properties/natural,properties/source_ref,properties/branch,properties/official_name,properties/ref,properties/takeaway,properties/air_conditioning,properties/bar,properties/check_date,properties/contact:email,properties/contact:phone,properties/contact:yelp,properties/payment:cash,properties/smoking,properties/toilets,properties/website:menu,properties/outdoor_seating,properties/reservation,properties/addr:country,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/contact:youtube,properties/delivery,properties/level,properties/alcohol,properties/addr:housename,properties/addr:floor,properties/addr:full,properties/diet:vegan,properties/diet:vegetarian,properties/gluten_free,properties/payment:credit_cards,properties/payment:debit_cards,properties/source,properties/email,properties/fax,properties/cocktails,properties/drink:beer,properties/drink:liquor,properties/drink:wine,properties/start_date,properties/addr:unit,properties/internet_access,properties/internet_access:fee,properties/shop,properties/short_name,properties/description,properties/geological,properties/note,properties/image,properties/check_date:opening_hours,properties/wikimedia_commons,properties/payment:cards,properties/toilets:wheelchair,properties/stars,properties/diet:gluten_free,properties/was:name,properties/contact:website,properties/drive_through,properties/indoor_seating,properties/operator,properties/payment:mastercard,properties/payment:visa,properties/opening_hours:signed,properties/brewery,properties/old_name,properties/layer,properties/leisure,properties/sport,properties/brand:en,properties/brand:ja,properties/name:ja,properties/opening_hours:covid19,properties/addr:suburb,properties/panoramax,properties/panoramax:0,properties/capacity,properties/currency:XBT,properties/brand:ko,properties/diet:halal,properties/dog,properties/safety:hand_sanitizer:covid19,properties/safety:mask:covid19,properties/television,properties/check_date:currency:XBT,properties/payment:lightning,properties/payment:lightning:operator,properties/payment:lightning_contactless,properties/payment:onchain,properties/is_in:city,properties/is_in:state_code,properties/is_in:zip,properties/name:hi,properties/atm,properties/entrance,properties/drive_in,properties/microbrewery,properties/organic,properties/diet:meat,properties/brand:wikipedia,properties/diet:dairy_free,properties/diet:kosher,properties/attraction,properties/rice_noodle,properties/coffee,properties/diet:lacto_vegetarian,properties/music,properties/not:brand:wikidata,properties/beer,properties/outdoor_counter,properties/wine,properties/brand:zh,properties/contact:fax,properties/ice_cream,properties/operator:wikidata,properties/diet:non-vegetarian,properties/pub,properties/name:es,properties/access,properties/name:fr,properties/name:pt,properties/name:ko-Latn,properties/diet:organic,properties/name:ru,properties/name:de,properties/amenity_1,properties/changing_table,properties/toilets:access,properties/height,properties/contact:tiktok,properties/payment:american_express,properties/junction,properties/payment:contactless,properties/name:km,properties/happy_hours,properties/hookah,properties/leaf_cycle,properties/leaf_type,properties/disused:email,properties/name:vi,properties/religion,properties/drink:coffee,properties/drink:juice,properties/payment:discover_card,properties/self_service,properties/name:it,properties/toilets:fee,properties/toilets:handwashing,properties/toilets:paper_supplied,properties/toilets:position,properties/addr:suite,properties/previously,properties/diet:healthy,properties/fixme,properties/payment:bitcoincash,properties/cemetery,properties/drink:espresso,properties/toilets:unisex,properties/drink:sake,properties/mapillary,properties/name:pl,properties/toilets:num_chambers,properties/man_made,properties/theme,properties/contact:linkedin,properties/name:zh-Hant,properties/rooms,properties/payment:apple_pay,properties/payment:google_pay,properties/diet:omnivore,properties/diet:soul_food,properties/int_name,properties/contact:line,properties/handwashing:soap,properties/highchair,properties/internet_access:ssid,properties/kids_area,properties/toilets:disposal,properties/toilets:gender_segregated,properties/toilets:hands_drying,properties/toilets:supervised,properties/toilets:wheelchair:grab_rail:behind,properties/survey:date,properties/twitter,properties/lunch:menu,properties/street_vendor,properties/building,properties/seafood,properties/name:fa,properties/was:cuisine,properties/bicycle_parking,properties/check_date:diet:vegetarian,properties/service:electricity,properties/toilets:wheelchair:grab_rail:foldable:right,properties/toilets:wheelchair:grab_rail:left,properties/toilets:wheelchair:grab_rail:right,properties/name:bn,properties/diet:local,properties/diet:seafood,properties/payment:app,properties/menu,properties/pizza:style,properties/subject:wikidata,properties/subject:wikipedia,properties/contact:tripadvisor,properties/website:booking,properties/building:levels,properties/lgbtq,properties/bar:type,properties/stroller,properties/lacounty:ain,properties/lacounty:bld_id,properties/instagram
Feature,node/8294940062,,,,Outback Steakhouse,,,,,,,,Point,-118.5405687,34.2578547,node/8294940062,restaurant,,,,,,,,,,Outback Steakhouse,Q1064893,american;steak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8294940063,,,,The Coffee Bean & Tea Leaf,,,,,,,,Point,-118.5404152,34.2581124,node/8294940063,cafe,,,,,,,,,,The Coffee Bean & Tea Leaf,Q1141384,coffee_shop,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188872,,,,BIBIBOP Asian Grill,,,,,,,,Point,-118.3740402,34.0758312,node/8300188872,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188873,,,,Backyard Bowls,,,,,,,,Point,-118.3703175,34.0762717,node/8300188873,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188876,,,,Hannosuke,,,,,,,,Point,-118.4332685,34.0049706,node/8300188876,restaurant,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188877,,,,Santouka Ramen,,,,,,,,Point,-118.4332405,34.0050688,node/8300188877,restaurant,,,,,,,,,,,,noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188882,,,,A La Carte Thai Bistro / Thai Dishes,,,,,,,,Point,-118.3947729,33.95966,node/8300188882,restaurant,,6234,Manchester Ave,Mo 16:00-21:00; Tu-Fr 11:00-21:00; Sa-Su 12:00-21:00,-4765,https://www.alacartethaibistro.com/,Los Angeles,90066,CA,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In 2023 A La Care Thai Bistro Combined moved & Combined with Thai Dishes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188902,,,,Âu Lạc,,,,,,,,Point,-118.2508486,34.0563941,node/8300188902,restaurant,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188903,,,,Patina,,,,,,,,Point,-118.2494095,34.0552821,node/8300188903,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188904,,,,Upstage Burger,,,,,,,,Point,-118.2487297,34.0562405,node/8300188904,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188905,,,,Kendall's Brasserie,,,,,,,,Point,-118.2484009,34.0566016,node/8300188905,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188908,,,,Grand Café,,,,,,,,Point,-118.2504979,34.052845,node/8300188908,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188909,,,,Noe Restaurant & Bar,,,,,,,,Point,-118.2505757,34.0526316,node/8300188909,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188910,,,,Noe,,,,,,,,Point,-118.2507429,34.0522503,node/8300188910,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188911,,,,Planet,,,,,,,,Point,-118.2619099,34.0585859,node/8300188911,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188912,,,,Los Amigos Taqueria y,,,,,,,,Point,-118.2629024,34.0589871,node/8300188912,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188913,,,,El Primo Taco Truck,,,,,,,,Point,-118.2641071,34.0591586,node/8300188913,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188914,,,,Gus's Drive-In,,,,,,,,Point,-118.2672829,34.0608131,node/8300188914,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300188916,,,,T.G. Express,,,,,,,,Point,-118.2720292,34.0629327,node/8300188916,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300219117,,,,El Burrito Panzon,,,,,,,,Point,-118.2709292,34.0666014,node/8300219117,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300219118,,,,RTR Express,,,,,,,,Point,-118.271244,34.0668606,node/8300219118,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300219119,,,,HiFi Kitchen,,,,,,,,Point,-118.264989,34.0644976,node/8300219119,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300219120,,,,Pupuseria Menchita,,,,,,,,Point,-118.2634234,34.0633745,node/8300219120,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300246644,,,,The Punchbowl,,,,,,,,Point,-118.2912822,34.1037491,node/8300246644,restaurant,,,,,,,,,,,,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300246645,,,,Loupiotte Kitchen,,,,,,,,Point,-118.291624,34.1025089,node/8300246645,restaurant,,1726,North Vermont Avenue,Mo off; Tu-Su 09:00-15:00,+1 323-445-2738,https://www.instagram.com/loupiottekitchen/,Los Angeles,90027,,,,french;sandwich;soup;salad;breakfast;burger,,,,,,,,,,,,,,,,,01-10-2024,,,,,,,,,,,,https://www.instagram.com/loupiottekitchen,,,,,,,,,,,,,,,christiane@loupiottekitchen.com,,,,,,,,,,,,,,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.e7DhkpmU8HfAz-j5gzFbPAAAAA%26pid%3DApi&f=1&ipt=d4c7ebea4cc5422869185e2ee0a3f948dc401dbc7c02fc2519b10065a8834693&ipo=images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8300258048,,,,Starbucks,,,,,,,,Point,-118.309883,33.9889179,node/8300258048,cafe,,1850,West Slauson Avenue,,+1 323-292-4429,https://www.starbucks.com/store-locator/store/14352/western-slauson-1850-w-slauson-avenue-los-angeles-ca-900471126-us,Chesterfield Square,90047,CA,Starbucks,Q37158,coffee_shop,,,,,,,,,,,Western & Slauson,Starbucks Coffee,14352,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8301071303,,,,Abhiruchi Grill,,,,,,,,Point,-118.409652,34.0175305,node/8301071303,restaurant,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8301071304,,,,Baja California,,,,,,,,Point,-118.4100278,34.0172859,node/8301071304,restaurant,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8301071311,,,,BKK 101,,,,,,,,Point,-118.4168675,34.0135864,node/8301071311,restaurant,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8322266840,,,,Starbucks,,,,,,,,Point,-118.4222768,34.0187947,node/8322266840,cafe,,3505,South Sepulveda,,+1 424-328-5562,https://www.starbucks.com/store-locator/store/1028035/sepulveda-palms-3505-s-sepulveda-los-angeles-ca-900346508-us,Los Angeles,90034,CA,Starbucks,Q37158,coffee_shop,,,,,,,,,,,Sepulveda & Palms,Starbucks Coffee,1028035,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8322266842,,,,Palms Ramen Yumeya,,,,,,,,Point,-118.4216551,34.0197379,node/8322266842,restaurant,,,,,,,,,,,,noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8322266864,,,,New York Bagel and Deli,,,,,,,,Point,-118.438882,34.0221963,node/8322266864,cafe,,,,,,,,,,,,bagel,,,,,,,,,,,,,,,,,08-04-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8322266868,,,,Starbucks,,,,,,,,Point,-118.4334197,34.0258476,node/8322266868,cafe,,11361,National Boulevard,,+1 310-479-4351,https://www.starbucks.com/store-locator/store/1021372/ralphs-los-angeles-709-11361-national-blvd-los-angeles-ca-90064-us,Los Angeles,90064,CA,Starbucks,Q37158,coffee_shop,,,,,,,,,,,Ralphs Los Angeles 709,Starbucks Coffee,1021372,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inside Ralphs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8322266871,,,,Galbi King,,,,,,,,Point,-118.431003,34.0266145,node/8322266871,restaurant,,,,,,,,,,,,korean;barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8326602556,,,,Tribal Cafe,,,,,,,,Point,-118.2626357,34.0686452,node/8326602556,cafe,,,,,,,,,,,,asian;regional;smoothie;salad;bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8328997927,,,,Campos Tacos,,,,,,,,Point,-118.424129,34.008479,node/8328997927,restaurant,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8339846677,,,,John O'Groats,,,,,,,,Point,-118.4193417,34.0448185,node/8339846677,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
