type,properties/@id,properties/amenity,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/level,properties/name,properties/takeaway,properties/wheelchair,properties/addr:city,properties/addr:housenumber,properties/addr:street,properties/check_date,properties/air_conditioning,properties/diet:vegan,properties/diet:vegetarian,properties/drive_through,properties/indoor_seating,properties/internet_access,properties/opening_hours,properties/outdoor_seating,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/recycling:coffee_cups,properties/smoking,properties/alt_name,properties/official_name,properties/phone,properties/tourism,properties/website,properties/addr:postcode,properties/description,properties/ref:vatin,properties/self_checkout,properties/capacity,properties/wifi,properties/check_date:opening_hours,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/website:menu,properties/opendata:type,properties/toilets:wheelchair,properties/addr:province,properties/delivery,properties/internet_access:fee,properties/wikidata,properties/wikipedia,properties/operator,properties/operator:wikidata,properties/operator:wikipedia,properties/wheelchair:description,properties/wikipedia:en,properties/source,properties/note,properties/toilets,properties/llbo,properties/addr:floor,properties/internet_access:ssid,properties/email,properties/opening_hours:signed,properties/created_by,properties/addr:unit,properties/highchair,properties/website:en,properties/website:fr,properties/addr:country,properties/diet:halal,properties/diet:kosher,properties/payment:contactless,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/amenity:disused,properties/old_name,properties/image,properties/addr:district,properties/washrooms,properties/drink:coffee,properties/drink:juice,properties/shop,properties/floor,properties/branch,properties/former_name,properties/check_date:smoking,properties/fixme,properties/not:brand:wikidata,properties/layer,properties/dispensing,properties/drink:espresso,properties/addr:housename,properties/self_service,properties/hst_number,properties/payment:american_express,properties/store_ref,properties/toilets:access,properties/stars,properties/stars:system,properties/addr:place,properties/name:en,properties/name:fr,properties/reservation,properties/payment:interac,properties/gst_number,properties/diet:gluten_free,properties/access,properties/postal_code,properties/cost:coffee,properties/bar,properties/changing_table,properties/changing_table:location,properties/toilets:wheelchair:description,properties/display,properties/historic,properties/support,properties/payment:gift_card,properties/fax,properties/comment,properties/short_name,properties/name:ko,properties/est_date,properties/name:es,properties/payment:coins,properties/payment:notes,properties/source:alt_name,properties/brand:en,properties/brand:zh,properties/url,properties/payment:cards,properties/name:zh,properties/valet,properties/start_date,properties/colour,properties/emergency,properties/diet:beef,properties/diet:chicken,properties/diet:seafood,properties/name:zh-Hans,properties/name:zh-Hant,properties/vacant,properties/diet:healthy,properties/diet:meat,properties/dine_in,properties/survey:date,properties/catering,properties/drink,properties/lgbtq,properties/sport,properties/addr:house,properties/fee,properties/attraction,properties/internet_access:type,properties/highway,properties/store_name,properties/contact:email,properties/food,properties/chocolates,properties/check_date:diet:vegetarian,properties/twitter,properties/opening_hours:drive_through,properties/addr:suburb,properties/check_date:diet:vegan,properties/addr:subdistrict,properties/max_occupancy,properties/seating,properties/entrance,properties/heritage,properties/microbrewery,properties/office,properties/halal,properties/branch_name,properties/owner,properties/toilets:changing_table,properties/rice_noodle,properties/parking:fee,properties/int_name,properties/seats,properties/opening_hours:covid19,properties/opening_hours:url,properties/level:ref,properties/brand:short,properties/rooms,properties/unit,properties/name:vi,properties/brewery,properties/outdoor_seating:comfort,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/contact:phone,properties/contact:website,properties/indoor,properties/payment:alipay,properties/payment:wechat,properties/leisure,properties/opening_hours:kitchen,properties/payment:credit_card,properties/source:addr,properties/barbecue,properties/addr:full,properties/disused:amenity,properties/building,properties/phone:mnemonic,properties/name:yue,properties/instagram,properties/internet_access:password,properties/rocks,properties/diet:non-vegetarian,properties/year,properties/diet:dairy_free,properties/name:nl,properties/payment:diners_club,properties/payment:discover_card,properties/payment:jcb,properties/payment:unionpay,properties/alcohol,properties/sensory_friendly,properties/fixme:type,properties/payment:apple_pay,properties/payment:google_pay,properties/payment:coinos,properties/cafe,properties/diet:pork,properties/brand:zh-Hans,properties/brand:zh-Hant,properties/name:zh-Latn-pinyin,properties/diet:spicy,properties/addr:door,properties/network,properties/theme,properties/organic,properties/stroller,properties/diet:fish,properties/diet:local,properties/start_date:restaurant,properties/was:amenity,properties/long_name,properties/alcohol:sales,properties/payment:qr_code
Feature,node/6340610340,restaurant,Point,-79.4238819,43.6625138,node/6340610340,,,,lebanese,,Little Sito,,,,,,,,,,,,,,,,,,,,,,,,https://littlesito.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340610371,restaurant,Point,-79.4227919,43.6627115,node/6340610371,,,,ethiopian;eritrean,,Christie Pits Pub,,,,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340610372,restaurant,Point,-79.4227208,43.6627309,node/6340610372,,,,ethiopian;eritrean,,Selam Restaurant & Lounge,,,Toronto,812,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340610373,restaurant,Point,-79.422639,43.66276,node/6340610373,,,,thai;malaysian,,Thai Room,,,Toronto,808,Bloor Street West,,,,,,,,,,,,,,,,,+1-416-531-8424,,https://www.thairoom.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340610376,cafe,Point,-79.4223534,43.6628211,node/6340610376,,,,,,Hello Coffee,,,Toronto,800,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340696112,restaurant,Point,-79.4271143,43.6617975,node/6340696112,Pizza Hut,Q191615,en:Pizza Hut,pizza,,Pizza Hut,,,Toronto,922,Bloor Street West,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340696115,restaurant,Point,-79.4265584,43.6619101,node/6340696115,,,,barbecue,,BBQ @ Bloor,,,Toronto,914,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340696116,cafe,Point,-79.4264967,43.6619178,node/6340696116,,,,,,Filosophy Pastry & Expresso Bar,,,Toronto,912,Bloor Street West,2024-09-13,,,,,,,,,,,,,,,,,,https://filosophy.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340696127,restaurant,Point,-79.4250007,43.6622618,node/6340696127,,,,nicaraguan,,La Bella Managua,,,Toronto,872,Bloor Street West,,,,,,,,"Tu-Th,Su 12:00-22:00; Fr,Sa 12:00-23:00; Mo off",,,,,,,,,+1 416-913-4227,,,,,,,,,,,,,,,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340806341,restaurant,Point,-79.4283555,43.6615172,node/6340806341,,,,mediterranean,,Laziza,,,Toronto,950,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340918499,restaurant,Point,-79.5354173,43.7112885,node/6340918499,Sunset Grill,Q62112489,en:Sunset Grill (Canadian restaurant chain),american,,Sunset Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340918503,restaurant,Point,-79.5351333,43.7106106,node/6340918503,,,,vietnamese,,Ginger Pho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340941061,restaurant,Point,-79.5246716,43.7031428,node/6340941061,,,,,,Bonita Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6340988715,restaurant,Point,-79.5229222,43.702381,node/6340988715,,,,pizza,,Nettebello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341002516,cafe,Point,-79.519384,43.7009339,node/6341002516,,,,,,God Bless Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341002527,cafe,Point,-79.5181151,43.7008194,node/6341002527,,,,,,Mati's Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341397540,restaurant,Point,-79.5155202,43.6997935,node/6341397540,,,,barbecue,,Weston BBQ Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341397556,restaurant,Point,-79.5136312,43.6993794,node/6341397556,,,,caribbean,,Celebrity Chef,,,,1823,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341397560,restaurant,Point,-79.5134626,43.6990194,node/6341397560,,,,african,,Made's Kitchen,,,,1812,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341397563,restaurant,Point,-79.5131795,43.6989055,node/6341397563,,,,african;italian,,Wiff Restaurant,,,,1804,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341397571,restaurant,Point,-79.5126497,43.6987072,node/6341397571,,,,jamaican,,SSS Jamaican Restaurant,,,,1788,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341447880,restaurant,Point,-79.5115139,43.6982643,node/6341447880,,,,,,Living Well,,,,1754,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341447987,cafe,Point,-79.5102488,43.6977341,node/6341447987,,,,,,Sigad Cafe & Sweets,,,,1714,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341503776,restaurant,Point,-79.4413058,43.6587981,node/6341503776,,,,,,Happy Cub Bar & Restaurant,,,Toronto,1274,Bloor Street West,2025-05-15,,,,,,,,,,,,,,,,+1-416-531-5240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341503778,restaurant,Point,-79.4405535,43.6589424,node/6341503778,,,,sushi,,Ibet Sushi,,,Toronto,1258,Bloor Street West,2025-05-15,,,,,,,Mo off; Tu-Fr 11:30-22:00; Sa-Su 12:00-22:00,,,,,,,,,+1 4165881260,,,,,,,,,,,,,,,,,,,,,,,,,,,"closed due to fire/smoke damage on March, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341567839,restaurant,Point,-79.4430821,43.6584061,node/6341567839,,,,,,The Burrito Bros,,,Toronto,1316,Bloor Street West,2025-05-10,,,,,,,,,,,,,,,,,,https://glassonionbistro.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341716741,restaurant,Point,-79.2955747,43.8018121,node/6341716741,,,,seafood,,Fishman Lobster Clubhouse Restaurant,,,,,,2025-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341760041,restaurant,Point,-79.4539203,43.6561736,node/6341760041,,,,,,Chérie Cherry Restaurante Bakery,,,Toronto,1572,Bloor Street West,2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6341760042,restaurant,Point,-79.4538552,43.656193,node/6341760042,,,,asian,,Bawara Indian and Hakka Cuisine,,,Toronto,1570,Bloor Street West,2025-05-15,,,,,,,"Mo-Th,Su 11:30-01:30; Fr-Sa 11:30-02:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342130680,restaurant,Point,-79.4989904,43.6903313,node/6342130680,,,,fish_and_chips,,Golden Crisp Fish & Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342131194,restaurant,Point,-79.4959566,43.6893804,node/6342131194,,,,african,,African Player Restaurant,,,,1297,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342148793,restaurant,Point,-79.4925208,43.6882165,node/6342148793,,,,caribbean,,V's Caribbean Restaurant,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342148795,restaurant,Point,-79.4923595,43.6881633,node/6342148795,,,,kebab,,20 Doner Bar-Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342175887,restaurant,Point,-79.4915789,43.6876216,node/6342175887,,,,korean,,EwhaDang Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342175888,cafe,Point,-79.4913163,43.6875347,node/6342175888,,,,bubble_tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342175892,restaurant,Point,-79.4911337,43.6877508,node/6342175892,,,,jamaican,,Meechies BBQ & Jerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342175894,restaurant,Point,-79.4906099,43.687572,node/6342175894,,,,caribbean,,K&A Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6342175916,restaurant,Point,-79.490164,43.6871319,node/6342175916,,,,jamaican,,First Class Delites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
