type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:postcode,properties/addr:street,properties/addr:suburb,properties/amenity,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/internet_access,properties/name,properties/opening_hours,properties/operator,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/fhrs:id,properties/smoking,properties/addr:housenumber,properties/check_date,properties/indoor_seating,properties/addr:housename,properties/email,properties/source:addr,properties/tourism,properties/diet:gluten_free,properties/diet:vegan,properties/diet:vegetarian,properties/disused:amenity,properties/old_name,properties/payment:cash,properties/bar,properties/air_conditioning,properties/check_date:opening_hours,properties/level,properties/payment:contactless,properties/payment:credit_cards,properties/payment:debit_cards,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/takeaway,properties/official_name,properties/branch,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/wikidata,properties/wikipedia,properties/capacity,properties/drive_in,properties/addr:floor,properties/description,properties/internet_access:fee,properties/microbrewery,properties/organic,properties/food,properties/source,properties/addr:unit,properties/opening_hours:signed,properties/ref:vatin,properties/real_ale,properties/shop,properties/historic,properties/memorial,properties/religion,properties/subject:wikidata,properties/subject:wikipedia,properties/wikimedia_commons,properties/addr:state,properties/payment:cards,properties/toilets,properties/source:name,properties/toilets:unisex,properties/reservation,properties/not:addr:postcode,properties/check_date:diet:vegetarian,properties/alt_name,properties/fhrs:local_authority_id,properties/layer,properties/note,properties/addr:parentstreet,properties/fixme,properties/ele,properties/source:addr:postcode,properties/contact:phone,properties/name:en,properties/name:zh-Hans,properties/baby,properties/drive_through,properties/changing_table,properties/toilets:wheelchair,properties/internet_access:ssid,properties/contact:email,properties/contact:website,properties/highchair,properties/wheelchair:description,properties/addr:place,properties/payment:american_express,properties/payment:visa_debit,properties/not:fhrs:addr:postcode,properties/delivery,properties/brand:en,properties/brand:zh,properties/name:zh,properties/breakfast,properties/internet_access:operator,properties/url,properties/amenity:restaurant,properties/fhrs:rating,properties/closed,properties/rooms,properties/contact:city,properties/contact:country,properties/contact:housenumber,properties/contact:postcode,properties/contact:street,properties/short_name,properties/old_amenity,properties/artwork_type,properties/self_service,properties/old_fhrs:id,properties/changing_table:fee,properties/kids_area:indoor,properties/toilets:access,properties/payment:discover_card,properties/changing_table:location,properties/stars,properties/payment:diners_club,properties/diet:halal,properties/drinking_water:refill,properties/drinking_water:refill:network,properties/name:th,properties/website:menu,properties/start_date,properties/diet:jain_vegetarian,properties/ref:vcgi:esiteid,properties/diet:meat,properties/pets_allowed,properties/building,properties/dinner,properties/lunch,properties/website:orders,properties/check_date:diet:vegan,properties/indoor,properties/dog,properties/diet:non-vegetarian,properties/live_music,properties/construction,properties/check_date:diet:gluten_free,properties/opening_hours:url,properties/kids_area,properties/kids_area:fee,properties/kids_area:outdoor,properties/kids_area:supervised,properties/payment:coins,properties/entrance,properties/survey:date,properties/cafe,properties/nohousenumber,properties/fee,properties/street_vendor,properties/fast_food,properties/not:brand:wikidata,properties/brewery,properties/toilets:menstrual_products,properties/payment:maestro,properties/payment:goldback
Feature,node/8436555017,,,,,,restaurant,,,,,,Escape Lounges,,,,,,,Point,-2.2726316,53.3612068,node/8436555017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8483605179,Manchester,,M20 6RA,Wilmslow Road,,restaurant,,,,,,The Third Eye,Tu-Su 17:00-24:00,,,+44 161 4462300,,,Point,-2.2314068,53.4180771,node/8483605179,1819074,,661,2025-11-16,,,,,,,,,,,,,,2025-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8483605181,Manchester,,M20 6QZ,Wilmslow Road,,restaurant,,,,,,Rudy's,Mo-Sa 11:45-22:00; Su 11:45-21:00,,,+44 161 820 3688,https://www.rudyspizza.co.uk/location/didsbury/,,Point,-2.2314047,53.4183537,node/8483605181,1820059,,653,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8549742260,,,,,,restaurant,,,,,,Pho 23,,,,,,,Point,-2.2303728,53.4628961,node/8549742260,,,,2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8637214278,,,,,,cafe,,,,,,Cafe Cotton,,,,,,,Point,-2.2286548,53.4844972,node/8637214278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8753550352,Manchester,GB,M3 3HF,The Avenue,,restaurant,,,,lebanese,,Comptoir Libanais,,,,,https://www.comptoirlibanais.com/restaurants/manchester,,Point,-2.2508806,53.4801086,node/8753550352,,,18-19,2024-12-22,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8866451741,,,,,,restaurant,,,,south indian,,Chennai Meals,,,,,,,Point,-2.2431728,53.4532564,node/8866451741,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8866451742,,,,,,restaurant,,,,somali,,Caffe & Ginger Somali Oromo,,,,,,,Point,-2.2377429,53.4532229,node/8866451742,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8866451743,,,,,,restaurant,,,,somali,,Cafe Soomaal,,,,,,,Point,-2.2397742,53.4532378,node/8866451743,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8866451744,,,,,,restaurant,,,,somali,,Ceelasha,,,,,,,Point,-2.2395042,53.4532336,node/8866451744,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8866451745,,,,,,restaurant,,,,somali;arab,,Suja,,,,,,,Point,-2.2395653,53.453236,node/8866451745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8889180224,,,,,,,Hampton Inn & Suites,Q5646230,,,,Hampton Inn & Suites,,,,,,,Point,-86.0878211,35.5030554,node/8889180224,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,Hampton Inn & Suites by Hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8889180337,,,,,,restaurant,,,,mexican,,Las Fajitas Mexican Restaurant and Bar,,,,,,,Point,-86.0864927,35.5033851,node/8889180337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8920176431,Manchester,,05254,Main Street,,restaurant,,,,,,The Copper Grouse,,,,+18023620176,https://www.coppergrouse.com/,,Point,-73.0706077,43.1656457,node/8920176431,,,3835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8989671118,Manchester,GB,M4 3AH,High Street,,restaurant,,,,burger,,Wholesome Junkies,,,,,,,Point,-2.2394473,53.4831494,node/8989671118,,,49,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8989695617,Manchester,GB,,Cross Street,,restaurant,,,,,,Vertigo,,,,,,yes,Point,-2.2444377,53.482249,node/8989695617,,no,18,,,,,,,,only,yes,,,,,,,0,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8993140217,Manchester,GB,,Wilmslow Road,,restaurant,,,,chinese,,Lotus plant based,"Th,Su,Mo 16:30-21:30; Fr,Sa 16:30-22:00; Tu,We off",,,,,,Point,-2.2289133,53.4307927,node/8993140217,,,536,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8999686218,Manchester,GB,M4 1FS,High Street,,restaurant,Purezza,Q97453277,,pizza,,Purezza,,,,,https://purezza.co.uk/locations/manchester/,,Point,-2.2376236,53.4844457,node/8999686218,1817544,,75-77,,,,,,,,only,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9021730356,Manchester,,03101,Chestnut Street,,restaurant,,,,pizza,,Annula's Pizza & Deli,,,,,,,Point,-71.4609471,42.995797,node/9021730356,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9063279215,Manchester,GB,M2 4LQ,King Street,,restaurant,Miller & Carter,Q87067401,,steak,,Miller & Carter,,,,+44 161 839 2846,https://www.millerandcarter.co.uk/restaurants/north-west/millerandcartermanchester,,Point,-2.2445914,53.4811409,node/9063279215,1816876,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9067487201,,,,,,restaurant,Waffle House,Q1701206,,american,,Waffle House,24/7,,,+1 931-728-1167,https://locations.wafflehouse.com/manchester-tn-152/,,Point,-86.0547795,35.4595759,node/9067487201,,,,2024-09-24,,,,,,,,,,,,,,2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9070881501,Manchester,GB,M3 3BZ,Bridge Street,,restaurant,,,,,,Boujee Restaurant & Bar,"Mo-We 12:00-00:00; Th 12:00-01:00; Sa, Su 12:00-02:00",,,+448000092996,,,Point,-2.2501377,53.4810814,node/9070881501,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9070904406,Manchester,GB,M3 3BT,Bridge Street,,restaurant,,,,"grill, international, wine bar",,Masons Restaurant,Mo-Sa 12:00-21:00; Su 12:00-17:00,,,+44 161 359 6952,,,Point,-2.2499137,53.4810499,node/9070904406,1817439,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9101671106,Manchester,,M1 3HP,Portland Street,,,,,,,,Clayton Hotel Manchester City Centre,,,,,https://www.claytonhotelmanchestercitycentre.com/,,Point,-2.2391173,53.4778592,node/9101671106,,,55,,,,,FHRS Open Data,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9101678263,Manchester,,M1 3HP,Portland Street,,,voco,Q60750454,,,,voco,,,,,https://www.ihg.com/voco/hotels/gb/en/manchester/manmc/hoteldetail,,Point,-2.2394325,53.4777075,node/9101678263,,,59,,,,,FHRS Open Data,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9111091405,Manchester,,M1 6JD,Princess Street,,restaurant,,,,,,Peru Perdu,,,,,,,Point,-2.2382926,53.4757661,node/9111091405,1821545,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9111091406,,,,,,cafe,,,,coffee_shop,,Foundation Coffee House,,,no,,,,Point,-2.2387832,53.4755173,node/9111091406,,,,,yes,,,,,,,,,,,,,2023-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9111091413,,,,,,restaurant,,,,,,The Storehouse,,,no,,,,Point,-2.2386038,53.4755738,node/9111091413,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9117223823,,,,,,cafe,,,,coffee_shop,,Gourmet Coffee Bar & Kitchen,,,no,,https://gourmetcoffeebar.co.uk/,,Point,-2.241966,53.4741351,node/9117223823,,,,,no,,,,,,yes,yes,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9125290274,Manchester Center,,05255,Main Street,,restaurant,,,,deli;coffee_shop,,Gourmet Deli & Cafe,,,,+1-802-362-1254,,,Point,-73.0558757,43.1778725,node/9125290274,,,4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2,,,,,,,,,,,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9125290297,Manchester Center,,05255,Main Street,,restaurant,,,,sushi,,Sushi Boat Japanese Restaurant,We-Sa 16:00-20:00,,,+1-802-366-1888,https://www.sushiboatvt.com/,,Point,-73.0555712,43.1783855,node/9125290297,,,4971,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,#3,,,,,,,,,,,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sushi Boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9126911411,Manchester,,M4 6AJ,Blossom Street,,restaurant,,,,,,The Counter House,,,,,https://www.thecounterhouse.co.uk/,,Point,-2.229134,53.4845484,node/9126911411,1821196,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9126911412,Manchester,,M4 6BF,Blossom Street,,restaurant,,,,,,Mana,,,,,https://manarestaurant.co.uk/,,Point,-2.2278061,53.4847976,node/9126911412,1820231,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9126955332,Manchester,,M4 6HS,Murray Street,,restaurant,,,,,,Erst,,,,,,,Point,-2.2274511,53.4843632,node/9126955332,1821781,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9126955333,Manchester,,M4 6HS,Murray Street,,cafe,,,,,,Cocoa Cabana,,,,,,,Point,-2.2275431,53.4844579,node/9126955333,1821154,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9130709305,Manchester Center,,05255,Depot Street,,cafe,Starbucks,Q37158,,coffee_shop,,Starbucks,06:00-18:00,,,+1 802-681-5008,https://www.starbucks.com/store-locator/store/1008660/depot-st-center-hill-road-365-depot-street-b-manchester-vt-052559745-us,,Point,-73.0503159,43.1743703,node/9130709305,,,365,,,,,,,,,,,,,,,,,,,,,,,yes,Starbucks Coffee,Depot St & Center Hill Road,,,,,,,,,,,,,,,B,,,,,,,,,,,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9131640704,,,,,,cafe,,,,coffee_shop,,Flakey,,,,,,,Point,-2.230277,53.4836186,node/9131640704,,,,,,,,,,,,,,,,,,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9131640706,Manchester,,M4 5AF,Blossom Street,,restaurant,,,,sushi;ramen,,LÜCKY,,,,,,,Point,-2.2301509,53.4840221,node/9131640706,1821438,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9131640707,,,,,,cafe,,,,,,Off The Press,,,,,,,Point,-2.2315226,53.4843199,node/9131640707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9132416594,Manchester,,M1 1DN,Stevenson Square,,cafe,,,,,,Get Baked,,,,,,,Point,-2.2340968,53.4829381,node/9132416594,1816256,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9135492962,Manchester Center,,05255,Depot Street,,restaurant,,,,burger,,Depot Street Burgers,Tu-Th 11:30-19:00; Fr-Sa 11:30-20:00; Su 12:00-17:00,,,+1 802 362 7500,https://www.depotstreetburgers.com/,,Point,-73.0492199,43.1731197,node/9135492962,,,468,,,,depotstreetburgers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9139745417,,,M11 2HD,Ashton Old Road,,restaurant,,,,brazilian,,Cabral's Restaurant,,,,+44 1619710276,,,Point,-2.1877179,53.4739332,node/9139745417,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabral's Restaurant Brazilian Street Food and Grocery Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9146851535,Manchester,,M1 2GH,Piccadilly Station Approach,,,Staycity,Q132982109,,,,StayCity,,,,,,,Point,-2.2317573,53.4782474,node/9146851535,1819229,,,2025-11-17,,Gateway House,,FHRS Open Data,hotel,,,,,,,,,,,,,,,,,,,Manchester Piccadilly,,,,,,,,,,,,,,,8b,,,,,,,,,,,,,,,,,,,Staycity Aparthotels,AC-072024-013764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9146851538,Manchester,,M1 2GH,Piccadilly Station Approach,,cafe,,,,coffee_shop,,Moose Coffee,,,yes,,,,Point,-2.2317892,53.4783694,node/9146851538,1821136,,,2025-11-17,yes,Gateway House,,FHRS Open Data,,,,,,,,,,2025-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,AC-072024-016085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9161932017,,,,,,cafe,,,,,,Fino,,,,,,,Point,-2.2708225,53.4327502,node/9161932017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9161932117,,,,,,restaurant,,,,nepalese,,Little Yeti,,,,,,,Point,-2.2750039,53.4387287,node/9161932117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9210046626,Manchester,,M3 3NE,Deansgate,,restaurant,Pieminister,Q16967078,,pie,,Pieminister,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00,,,+44 161 850 9860,https://pieminister.co.uk/restaurants/deansgate/,limited,Point,-2.2495909,53.4785558,node/9210046626,1821267,,198,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9223993129,,,,,,restaurant,,,,,,"""The Spärrows""",Tu-Fr 17:00-23:00; Sa 12:00-23:00; Su 12:00-22:00,,,,,,Point,-2.2386781,53.4902563,node/9223993129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9244424925,Manchester,,M8 0TL,Waterloo Road,,,,,,,yes,Parkview Residence,,,,+44 161 400 3569,https://www.parkview-residence.com/,limited,Point,-2.2450894,53.5015829,node/9244424925,,,220,,,,hello@parkview-residence.com,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,3,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
