type,properties/@id,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/created_by,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/amenity,properties/brand,properties/brand:wikidata,properties/cuisine,properties/official_name,properties/addr:suburb,properties/addr:unit,properties/contact:facebook,properties/contact:instagram,properties/delivery,properties/level,properties/opening_hours,properties/phone,properties/takeaway,properties/website,properties/branch,properties/ref,properties/attraction,properties/is_in:theme_park,properties/species:wikipedia,properties/species:wikidata,properties/bar,properties/check_date,properties/internet_access,properties/name:es,properties/outdoor_seating,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/reservation,properties/toilets,properties/toilets:wheelchair,properties/wheelchair,properties/wikidata,properties/wikipedia,properties/addr:housename,properties/addr:country,properties/source,properties/source:date,properties/internet_access:fee,properties/alt_name,properties/drink:alcohol,properties/note,properties/smoking,properties/diet:meat,properties/payment:bitcoincash,properties/brand:wikipedia,properties/contact:phone,properties/contact:website,properties/description,properties/capacity,properties/email,properties/name:fr,properties/name:en,properties/disused:amenity,properties/shop,properties/diet:vegan,properties/diet:vegetarian,properties/ref:miaaddr,properties/name:de,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/survey:date,properties/air_conditioning,properties/payment:american_express,properties/payment:diners_club,properties/payment:discover_card,properties/payment:mastercard,properties/payment:visa,properties/indoor_seating,properties/opening_hours:covid19,properties/wikimedia_commons,properties/contact:twitter,properties/image,properties/loc_name,properties/website:menu,properties/diet:healthy,properties/self_service,properties/brewery,properties/pub,properties/short_name,properties/rooms,properties/old_name,properties/phone:mnemonic,properties/diet:non-vegetarian,properties/payment:contactless,properties/diet:beef,properties/diet:pork,properties/diet:seafood,properties/diet:chicken,properties/payment:bank_card,properties/contact:tripadvisor,properties/contact:yelp,properties/diet:gluten_free,properties/facebook,properties/instagram,properties/mobile,properties/parking,properties/panoramax,properties/check_date:currency:XBT,properties/payment:lightning:operator,properties/contact:tiktok,properties/language:en,properties/language:es,properties/payment:apple_pay,properties/payment:gift_card,properties/payment:google_pay,properties/payment:paypal,properties/payment:samsung_pay,properties/start_date
Feature,node/5327601921,OTL,,Point,-80.1923202,25.8133419,node/5327601921,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5327820422,Coyo Taco,,Point,-80.1992518,25.7997602,node/5327820422,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5356498124,Genuine Pizza,,Point,-80.2422514,25.7277948,node/5356498124,,,2996,33133,,McFarlane Road,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5360401124,Rusty Pelican,,Point,-80.1754454,25.748009,node/5360401124,,,3201,33149,,Rickenbacker Causeway,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5397215821,Honey Tree,,Point,-80.1874169,25.8232495,node/5397215821,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Végétalien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5418978875,Miami Rice,,Point,153.4454104,-28.0750193,node/5418978875,,,,,,,restaurant,,,chinese;malaysian,,,,,,,,,+61 7 5535 2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5422749426,Jar and Fork,,Point,-80.1892196,25.77328,node/5422749426,,,270,,,East Flagler Street,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5422777121,Manna Life Food,,Point,-80.190464,25.7758169,node/5422777121,,,80,,,Northeast 2nd Avenue,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5432359178,Havana 1957 Cuban Cuisine Brickell,,Point,-80.1933778,25.7597807,node/5432359178,,,,,,"1451 S Miami Ave, Miami, FL 33131, USA",restaurant,,,,,,,,,,,,,,https://havana1957.com/brickell/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5613530547,Mildred and Claude Pepper Fountain,attraction,Point,-80.185476,25.774401,node/5613530547,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5623291936,Greenhouse Canteen and Bar,,Point,153.4449212,-28.0755872,node/5623291936,,,1916,4220,,Gold Coast Highway,cafe,,,,,,,,,,,Tu-Su 17:00-21:00,+61 7 5520 7722,,https://www.greenhousecanteen.com/miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5646280098,Atlantica Seafood Restaurant and Market,,Point,-80.1720221,25.743753,node/5646280098,,,,,,,restaurant,,,seafood,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5676900198,DOYA,,Point,-80.2012772,25.8001072,node/5676900198,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5676900199,Wynwood Smoke and Lounge,,Point,-80.2012485,25.7998148,node/5676900199,,Miami,320,33127,FL,Northwest 24th Street,restaurant,,,middle_eastern,,,b,,,,,Mo-Su 4:00-2:00,-10664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5712856822,La Santa Taqueria,,Point,-80.1995909,25.7722969,node/5712856822,,,114,33130,,SW North River Dr,restaurant,,,,,,,,,,,,,,https://www.lasantataqueria.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5772797023,Ponte Vecchio Ristorante e Pizzeria,,Point,-80.2311659,25.7503511,node/5772797023,,Miami,2250,33145,FL,Southwest 22nd Street,restaurant,,,italian,,,,,,,,Tu-Th 11:30-22:00; Fr 11:30-23:00; Sa 11:00-17:00; Su 17:00-21:00,-4898,,http://pontevecchiomiami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5811137032,,,Point,-80.1733344,25.786118,node/5811137032,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5814849753,Nusr-Et,,Point,-80.1916423,25.7640782,node/5814849753,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5841492990,Historic Virginia Key Beach Park,attraction,Point,-80.1575286,25.7348701,node/5841492990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5848695085,Guantanamera Cigars & Cafe,,Point,-80.2188683,25.7659209,node/5848695085,,Miami,1465,33135,FL,Southwest 8th Street,cafe,,,,,,105,,,,,,-6545,,https://www.guantanameracigars.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5878595986,Poke 305 Grove,,Point,-80.2426464,25.7275754,node/5878595986,,,3415,33133,FL,Main Highway,restaurant,,,thai,,,,,,,,Mo-Su 09:00-18:00,,,https://www.clover.com/,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pokr 305 Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5912952894,Madrid Restaurant,,Point,-80.2637123,25.7775718,node/5912952894,,Miami,545,33126,,Northwest 42nd Avenue,restaurant,,,spanish;tapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6010863681,Baires grill,,Point,-80.193445,25.7639513,node/6010863681,,Miami,1010,33130,FL,South Miami Avenue,restaurant,,,argentinian;steak_house;barbecue,,,,,,,,"Mo-Th 12:00-23:00, Fr-Sa 12:00-23:30, Su 12:00-24:00",-6288,,https://www.bairesgrill.com/,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6010864364,The Henry,,Point,-80.1931457,25.7667455,node/6010864364,,Miami,701,33130,FL,South Miami Avenue,restaurant,,,american,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6010865589,La Sandwicherie,,Point,-80.1940736,25.766077,node/6010865589,,Miami,34,33130,FL,Southwest 8th Street,restaurant,,,,,,,,,,,Mo-Su 09:00-05:00,,,https://www.lasandwicherie.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6010865904,The Cocinita Miami,,Point,-80.1907873,25.7684417,node/6010865904,,Miami,70,33131,FL,Southeast 5th Street,restaurant,,,,,,,,,,,,-10755,,https://www.thecocinitamiami.getsauce.com/,,,,,,,,06-10-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,04-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6019697637,Sipsip Rum Bar,,Point,-80.2410145,25.7286771,node/6019697637,,Coconut Grove,3000,33133,FL,Florida Avenue,restaurant,,,american,,,,,,,,"Su-Th 11:00-22:00, Fr-Sa 11:00-00:00",-745,,https://www.mayfairhousemiami.com/dining/sipsip/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F&B@mayfairhousemiami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6046793767,Mayfair Grill,,Point,-80.2410218,25.7287604,node/6046793767,,Miami,3000,33133,FL,Florida Avenue,restaurant,,,american;grill;open-fire;new_american,,,,,,,,"Mo-Th 17:00-22:00; Fr 17:00-23:00; Sa 11:00-15:00, 17:00-23:00; Su 11:00-15:00, 17:00-22:00",+1 305-441-0000,,https://www.mayfair-grill.com,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6058560431,Aromas del Peru,,Point,-80.289117,25.7637212,node/6058560431,,Miami,5757,33144,FL,Southwest 8th Street,restaurant,,,peruvian;latin_american,,,,,,,,Mo-Su 11:30-21:30,-1638,yes,https://aromasperu.com/locations/west-miami/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6059013112,,,Point,-80.2904073,25.7790791,node/6059013112,,Miami,5761,33126,FL,Northwest 7th Street,restaurant,,,mexican,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6059013223,Bellacapri Italian Restaurant,,Point,-80.2904045,25.7792981,node/6059013223,,Miami,5749,33126,FL,Northwest 7th Street,restaurant,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6059013229,Chicken Kitchen,,Point,-80.2904013,25.778923,node/6059013229,,Miami,5765,33126,FL,Northwest 7th Street,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6059013230,Casa Juan,,Point,-80.2904034,25.779154,node/6059013230,,Miami,5755,33126,FL,Northwest 7th Street,restaurant,,,mexican,,,,,,,,,,,https://www.casajuanrestaurant.com/,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6059013240,Giardino Gourmet Salads,,Point,-80.2901697,25.7783461,node/6059013240,,Miami,5787,33126,FL,Northwest 7th Street,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6059013271,El Palacio de los Jugos,,Point,-80.2885459,25.770932,node/6059013271,,Miami,5721,33144,FL,West Flagler Street,restaurant,,,cuban;latin_american,,,,,,,,Mo-Su 06:00-21:00,-4150,yes,https://www.palaciodelosjugos.com/locations,,,,,,,,05-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6076781683,Fritanga Caña Brava,,Point,-80.2407027,25.7795859,node/6076781683,,Miami,2795,33125,FL,Northwest 7th Street,restaurant,,,latin_american;nicaraguan,,,,,,,,,-1001,yes,https://places.singleplatform.com/fritanga-cana-brava/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6080057025,Red Carpet Italian Restaurant,,Point,-80.251373,25.7644406,node/6080057025,,Miami,3438,33135,FL,Southwest 8th Street,restaurant,,,italian,,,,,,,,,-5053,,https://www.redcarpetrestaurant.com/locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 13:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6080057062,La Carreta,,Point,-80.253849,25.7645278,node/6080057062,,Miami,3632,33135,FL,Southwest 8th Street,restaurant,,,cuban;latin_american,,,,,,,,Su-Th 08:00-24:00; Fr 08:00-02:00; Sa 08:00-03:00,-8249,,http://lacarreta.com/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:LA CARRETA-CALLE 8 MIAMI. - panoramio.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6082717129,El Atlacatl,,Point,-80.222826,25.7686948,node/6082717129,,Miami,466,33135,FL,Southwest 17th Avenue,restaurant,,,latin_american;salvadoran,,,,,,yes,,Mo-Su 11:00-23:00,-8936,,http://orderelatlacatl.com/,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6082723842,Asian Thai Kitchen,,Point,-80.2280358,25.7656207,node/6082723842,,Miami,1981,33135,FL,Southwest 8th Street,restaurant,,,thai,,,,,,,,,,,https://sw8th.asianthaikitchenonline.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6082723883,Mi Rinconcito Mexicano,,Point,-80.2279117,25.7656295,node/6082723883,,Miami,1961,33135,FL,Southwest 8th Street,restaurant,,,mexican,,,,,,,,Mo-Su 10:00-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6082726337,Pizza Hut,,Point,-80.2201011,25.7658598,node/6082726337,,Miami,1529,33135,FL,Southwest 8th Street,restaurant,Pizza Hut,Q191615,pizza,,,,https://www.facebook.com/PizzaHut,,yes,,"Mo-Th 10:00-00:00; Fr,Sa 10:00-25:00; Su 10:00-24:00",+1 305-642-4411,,https://locations.pizzahut.com/fl/miami/1529-sw-8th-st,,9231279,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pizzahut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6085573553,Miami Sun Hotel,hotel,Point,-80.1921793,25.776661,node/6085573553,,Miami,226,33132,FL,Northeast 1st Avenue,,,,,,,Miami Sun Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,themiamisunhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6085600910,Crisppis | Miami,,Point,-80.1891682,25.8045692,node/6085600910,,Miami,2917,33137,FL,Biscayne Boulevard,restaurant,,,burger;chicken;donut;sandwich;dessert;fries,,,,https://www.facebook.com/crisppischicken,,,,Mo-Su 10:00-22:00,+1 215-869-0652,,https://www.crisppischicken.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crisppis Chicken, located in Miami, is your go-to spot for the best fried chicken, crispy chicken sandwiches, and delicious chicken tenders. We specialize in offering a variety of mouthwatering options, including chicken wings, chicken & waffles, nuggets,",,Miamicrisppis@crisppischicken.com,,,,,,,,,,,,,,,,,,,,,,,,https://www.crisppischicken.com/wp-content/uploads/2024/12/crisppylogo.webp,Crisppis Chicken,https://www.toasttab.com/local/order/crisppis-2-2917-biscayne-boulevard/r-a04199c8-4178-4191-986c-05d7e1b0407c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6090251579,Flyfuel Food Co.,,Point,-80.1923302,25.8038769,node/6090251579,,Miami,154,33137,FL,Northeast 29th Street,restaurant,,,health_food,,,,,,,,,,,https://www.eatflyfuel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6091342066,Wayan Miami,,Point,-80.1958538,25.7995956,node/6091342066,,Miami,50,33127,FL,Northwest 24th Street,restaurant,,,indonesian;french-indonesian;asian;asian_fusion,,,,,,,,"17:30-21:30; Th 17:30-22:00; Fr,Sa 17:30-22:30",-9157,,wayan-miami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6091344219,Arlo Wynwood,hotel,Point,-80.1956016,25.7984634,node/6091344219,,Miami,2217,33127,FL,Northwest Miami Court,,,,,,,,,,,,,+1 786-522-6600,,https://arlohotels.com/wynwood/,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6091344818,FREEHOLD Miami,,Point,-80.1988302,25.7984373,node/6091344818,,Miami,2219,33127,FL,Northwest 2nd Avenue,restaurant,,,,,,,,,,,,-914,,https://www.freeholdmiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6091344845,La Sandwicherie Wynwood,,Point,-80.198466,25.7993127,node/6091344845,,Miami,169,33127,FL,Northwest 23rd Street,cafe,,,,,,,,,,,07:00-17:00,-3584,,https://www.lasandwicherie.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6091345897,Sha Wynwood,,Point,-80.1969571,25.8009722,node/6091345897,,Miami,97,33127,FL,Northwest 25th Street,restaurant,,,mediterranean,,,,,,,,Mo-Fr 18:00-02:00; Sa-Su 11:00-02:00,+1 305-204-0694,,https://www.shawynwood.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6096702840,Okami,,Point,-80.1921445,25.8140227,node/6096702840,,Miami,156,33137,FL,Northeast 41st Street,restaurant,,,japanese,,,,,,,,,-3555,,https://www.okami-miami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6096702867,YOSO Sushi,,Point,-80.1937924,25.8135596,node/6096702867,,Miami,87,33137,FL,Northeast 40th Street,restaurant,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6096702872,CAJA CALIENTE TRUCK,,Point,-80.1935848,25.8137192,node/6096702872,,Miami,95,33137,FL,Northeast 40th Street,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6096704987,PURA VIDA,,Point,-80.1935797,25.8122782,node/6096704987,,Miami,3818,33137,FL,Northeast 1st Avenue,restaurant,,,,,,,,,,,,-3613,,https://puravidamiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6096705189,COTE MIAMI,,Point,-80.1915756,25.8129145,node/6096705189,,Miami,3900,33137,FL,Northeast 2nd Avenue,restaurant,,,steak_house;korean,,,,,,,,,-5406,,https://cotemiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6107889000,Tran An,,Point,-80.1923686,25.8500121,node/6107889000,,Miami,217,33138,FL,Northeast 82nd Street,restaurant,,,vietnamese,,,,,,,,,,,https://www.trananmiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6107889068,Fire Kitchen and Bar,,Point,-80.1927321,25.8516034,node/6107889068,,Miami,8303,33138,FL,Northeast 2nd Avenue,restaurant,,,,,,,,,,,,,,https://www.firekitchenandbar.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6107890133,La Santa Taqueria,,Point,-80.1926963,25.8499938,node/6107890133,,Miami,201,33138,FL,Northeast 82nd Street,restaurant,,,mexican,,,,,,,,,-2359,,https://www.lasantataqueria.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,04-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6110224085,Dōma,,Point,-80.1941968,25.8018027,node/6110224085,,,35,,,Northeast 26th Street,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6110274385,American Social,,Point,-80.1964215,25.7681756,node/6110274385,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6110284189,Meraki Greek Bistro,,Point,-80.1921459,25.7729562,node/6110284189,,,142,,,Southeast 1st Avenue,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
