type,properties/@id,properties/amenity,properties/ferry,properties/name,properties/network,properties/operator,properties/public_transport,properties/source,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/brand,properties/brand:wikidata,properties/cuisine,properties/wheelchair,properties/check_date,properties/opening_hours,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair:description,properties/branch,properties/official_name,properties/takeaway,properties/addr:country,properties/contact:website,properties/entrance,properties/indoor_seating,properties/smoking,properties/addr:unit,properties/url,properties/ele,properties/gnis:feature_id,properties/wikidata,properties/wikipedia,properties/ref,properties/email,properties/fixme,properties/panoramax,properties/website:menu,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:ko,properties/diet:halal,properties/level,properties/payment:mastercard,properties/payment:visa,properties/internet_access,properties/internet_access:fee,properties/toilets,properties/check_date:opening_hours,properties/addr:street:name,properties/addr:street:prefix,properties/addr:street:type,properties/contact:facebook,properties/air_conditioning,properties/addr:floor,properties/contact:instagram,properties/diet:fish,properties/delivery,properties/bar,properties/rooms,properties/alt_name,properties/fax,properties/diet:vegan,properties/diet:vegetarian,properties/atm,properties/drive_through,properties/wifi,properties/note,properties/layer,properties/toilets:wheelchair,properties/contact:phone,properties/contact:foursquare,properties/kids_area,properties/payment:cards,properties/payment:qr_code,properties/reservation,properties/opening_hours:signed,properties/addr:housename,properties/coffee,properties/shop,properties/construction,properties/name:vi,properties/drive_in,properties/microbrewery,properties/organic,properties/short_name,properties/check_date:smoking,properties/internet_access:ssid,properties/panoramax:0,properties/service:electricity,properties/not:brand:wikidata,properties/phone:mnemonic,properties/diet:pescetarian,properties/self_service,properties/capacity,properties/contact:email,properties/payment:contactless,properties/diet:kosher,properties/diet:kosher:certification,properties/diet:kosher:dairy,properties/diet:kosher:meat,properties/diet:kosher:pareve,properties/craft,properties/disused:amenity,properties/diet:kosher:chalav_yisrael,properties/diet:kosher:yoshon,properties/description,properties/payment:coins,properties/contact:tiktok,properties/owner,properties/facebook,properties/payment:not_cash,properties/name:en,properties/name:ru,properties/name:uk,properties/breakfast,properties/lunch,properties/contact:yelp,properties/contact:tripadvisor,properties/diet:gluten_free,properties/diet:local,properties/lat,properties/lon,properties/payment:apple_pay,properties/name:de,properties/contact:twitter,properties/toilets:access,properties/payment:american_express,properties/payment:discover_card,properties/name:es,properties/amenity_1,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning:operator,properties/payment:lightning_contactless,properties/payment:onchain,properties/drink:alcohol,properties/disused:office,properties/old_name,properties/contact:pinterest,properties/contact:youtube,properties/payment:diners_club,properties/opening_hours:covid19,properties/internet_access:password,properties/source:access:password,properties/brewery,properties/old_name:vi,properties/description:en,properties/reservation:website,properties/leisure,properties/loc_name,properties/brand:en,properties/brand:zh,properties/name:zh,properties/chicago:building_id,properties/changing_table,properties/highchair,properties/payment:mastercard_contactless,properties/indoor,properties/room,properties/alcohol,properties/status,properties/historic,properties/material,properties/memorial,properties/subject:wikidata,properties/subject:wikimedia_commons,properties/subject:wikipedia,properties/attraction,properties/species:wikidata,properties/species:wikipedia,properties/disused:cuisine,properties/strapline,properties/access,properties/drinking_water,properties/man_made,properties/pump,properties/yelp,properties/diet:healthy,properties/building:levels,properties/diet:nut_free,properties/diet:oil_free,properties/diet:soy_free,properties/brand:wikipedia,properties/diet:chicken,properties/diet:meat,properties/brand:ja,properties/name:ja,properties/diet:organic,properties/exhibit,properties/heritage,properties/heritage:operator,properties/heritage:website,properties/nrhp:criteria,properties/nrhp:inscription_date,properties/nrhp:nhl,properties/ref:nrhp,properties/start_date,properties/wikimedia_commons,properties/int_name,properties/sport,properties/office,properties/theme,properties/changing_table:fee,properties/changing_table:location,properties/dinner,properties/name:kr,properties/lgbtq,properties/polling_station,properties/toilets:fee,properties/toilets:supervised,properties/opening_hours:url,properties/instagram
Feature,node/6315216334,restaurant,,The Field House,,,,,,Point,-87.6412309,41.9270976,node/6315216334,Chicago,2455,60614,IL,North Clark Street,,,,,,,,-7609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315218733,restaurant,,The Flower Flat,,,,,,Point,-87.6466169,41.9478821,node/6315218733,Chicago,620,60613,IL,West Addison Street,,,,,29-09-2023,,,-5151,https://www.theflowerflat.com/http://www.theflowerflat.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315222923,restaurant,,The Foodie’s Spot,,,,,,Point,-87.5866354,41.7609136,node/6315222923,Chicago,7350,60649,IL,South Stony Island Avenue,,,,,,,,-5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315631023,restaurant,,The Lakefront Restaurant,,,,,,Point,-87.6304239,41.9268647,node/6315631023,Chicago,2401,60614,IL,North Lake Shore Drive,,,,,,,,-2038,https://theateronthelake.com/restaurant/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315649380,restaurant,,Ghareeb Nawaz,,,,,,Point,-87.6482992,41.9249461,node/6315649380,Chicago,2364,60614,IL,North Lincoln Avenue,Ghareeb Nawaz,,indian,limited,,"Su-Th 10:00-22:00, Fr-Sa 10:00-23:00",no,+1 773-360-8496,https://ghareebnawazonline.com,,Lincoln Park,,yes,,,,,no,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,,,,,,yes,,,,yes,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315650619,restaurant,,The Little Pickle,,,,,,Point,-87.7196926,41.9243426,node/6315650619,Chicago,3703,60647,IL,West Fullerton Avenue,,,,,,,,-5119,https://www.thelittlepicklechicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315665442,restaurant,,The Marq,,,,,,Point,-87.6299137,41.8795531,node/6315665442,Chicago,60,60603,IL,West Adams Street,,,burger;sandwich;american;salad,,,,,-5345,https://www.themarqchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315668706,restaurant,,The Moonlighter,,,,,,Point,-87.7073905,41.9175996,node/6315668706,Chicago,3204,60647,IL,West Armitage Avenue,,,,,,,,-10028,https://www.themoonlighterchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315689961,restaurant,,The Pasta Bowl,,,,,,Point,-87.6411862,41.9263594,node/6315689961,Chicago,2434,60614,IL,North Clark Street,,,italian,,,,,-3992,https://www.pastabowl.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315706586,cafe,,The Patio at Café Brauer,,,,,,Point,-87.6337461,41.9190822,node/6315706586,Chicago,2021,60614,IL,North Stockton Drive,,,,,,,,-3453,https://www.lpzoo.org/dining/patio-cafe-brauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315707742,cafe,,The Peninsula Traditional Afternoon Tea,,,,,,Point,-87.6250719,41.8960103,node/6315707742,Chicago,108,60611,IL,East Superior Street,,,,,,,,-3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315715649,cafe,,The Priory Bar & Kitchen,,,,,,Point,-87.6895168,41.9750479,node/6315715649,Chicago,5130,60625,IL,North Western Avenue,,,,,,,,-8914,https://www.priorychicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315730325,restaurant,,Uptown Phở,,,,,,Point,-87.6555418,41.9734267,node/6315730325,Chicago,1010,60640,IL,West Argyle Street,,,vietnamese;noodle,,,,,-10470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phở Tàu Bay,,,,,,,,Phở Tàu Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315734235,cafe,,Ur Cafe,,,,,,Point,-87.7094268,41.9685803,node/6315734235,Chicago,3222,60625,IL,West Lawrence Avenue,,,,,,,,-4472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315756742,restaurant,,Chicago Sugar Daddy Patisserie,,,,,,Point,-87.6442012,41.9413636,node/6315756742,Chicago,3243,60657,IL,North Broadway,,,,,,Tu-Th 12:00-20:00; Fr 12:00-21:00; Sa 10:00-21:00; Su 10:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316619846,restaurant,,Volare Ristorante Italiano,,,,,,Point,-87.6225213,41.8915854,node/6316619846,Chicago,201,60611,IL,East Grand Avenue,,,,,,,,-10621,https://www.volarerestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316788451,cafe,,Wellness Grub,,,,,,Point,-87.6249713,41.8996885,node/6316788451,Chicago,900,60611,IL,North Michigan Avenue,,,,,,,,-1991,http://wellnessgrub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316791069,cafe,,Werewolf Coffee Bar,,,,,,Point,-87.6640623,41.9150346,node/6316791069,Chicago,1765,60642,IL,North Elston Avenue,,,,,,,,-9422,https://www.werewolfcoffee.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316797566,cafe,,West Town Bakery,,,,,,Point,-87.6274949,41.8922498,node/6316797566,Chicago,15,60611,IL,East Ohio Street,,,,,,,,-2140,https://www.westtownbakery.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316916580,restaurant,,Wildfire,,,,,,Point,-87.6335041,41.8938121,node/6316916580,Chicago,159,60654,IL,West Erie Street,,,steak_house;seafood,,10-11-2024,,,-10098,http://www.wildfirerestaurant.com/chicago/,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316924033,restaurant,,Willow Room,,,,,,Point,-87.6486439,41.9139765,node/6316924033,Chicago,1800,60614,IL,North Halsted Street,,,,,,,,-3444,https://www.willowroomchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316955696,restaurant,,Wishbone,,,,,,Point,-87.6423413,41.8851233,node/6316955696,Chicago,161,60661,IL,North Jefferson Street,,,american,,,,,-3824,https://www.wishbonechicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316972664,restaurant,,Wood,,,,,,Point,-87.6492047,41.9428287,node/6316972664,Chicago,3335,60657,IL,North Halsted Street,,,,,,,,-11370,https://www.woodchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6316993588,cafe,,Workwell Food and Beverage,,,,,,Point,-87.6526641,41.852777,node/6316993588,Chicago,2155,60608,IL,South Carpenter Street,,,,,,,,-6052,https://dockspace.co/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317044756,cafe,,XO Marshmallow,,,,,,Point,-87.6617454,42.0089187,node/6317044756,Chicago,6977,60626,IL,North Sheridan Road,,,,yes,,,,-1366,https://www.xomarshmallow.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317045353,restaurant,,XOchimilco Mexican Restaurant,,,,,,Point,-87.6803151,41.9615448,node/6317045353,Chicago,2030,60618,IL,West Montrose Avenue,,,mexican,,,,,-2967,https://xochimilco-mexican-restaurant-restaurant.business.site/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317051145,cafe,,Xurro,,,,,,Point,-87.6692665,41.8574736,node/6317051145,Chicago,1711,60608,IL,West 18th Street,,,,,,,,-11166,https://www.churrofactory.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317062826,cafe,,Elevate Coffee,,,,,,Point,-87.6496538,41.9431839,node/6317062826,Chicago,3344,60657,IL,North Halsted Street,,,coffee_shop,,,Su-Sa 07:30-16:00; PH off,,-10244,https://elevatecoffee.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/elevatecoffeechi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317078369,cafe,,Yellow Rose Cafe,,,,,,Point,-87.7663036,41.9838078,node/6317078369,Chicago,5640,60630,IL,North Elston Avenue,,,,,,,yes,-3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317098450,restaurant,,Yummy Yummy Noodles,,,,,,Point,-87.632402,41.8499366,node/6317098450,Chicago,2334,60616,IL,South Wentworth Avenue,,,chinese,,21-04-2025,,,-11033,https://www.yummyyummynoodles.com/,,,,,US,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317101571,restaurant,,Yvolina’s Tamales,,,,,,Point,-87.6472729,41.8582313,node/6317101571,Chicago,814,60608,IL,West 18th Street,,,mexican,,24-08-2024,,,-4209,http://www.yvolinas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317111771,restaurant,,Zaytune Mediterranean Grill,,,,,,Point,-87.6509912,41.8370414,node/6317111771,Chicago,3129,60608,IL,South Morgan Street,,,mediterranean,,,,,-7326,https://www.zaytunegrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6317127651,restaurant,,Zombie Taco,,,,,,Point,-87.6331058,41.8918633,node/6317127651,Chicago,530,60654,IL,North LaSalle Drive,,,mexican;tacos,,,,,-8038,https://www.zombietacochicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6318298370,cafe,,Leaf and Bean Cafe,,,,,,Point,-87.6703096,41.8728124,node/6318298370,Chicago,700,60612,IL,South Hermitage Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6318312291,cafe,,LeFlour Cafe & Bakery,,,,,,Point,-87.8169747,42.0023614,node/6318312291,Chicago,6701,60631,IL,North Olmsted Avenue,,,,,,,,-3730,http://www.thecafeatleflour.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6318385635,cafe,,Life Spring Health Foods & Juice Bar,,,,,,Point,-87.6507781,41.9397696,node/6318385635,Chicago,3178,60657,IL,North Clark Street,,,,,24-10-2025,,,-2122,http://lifespringchicago.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6318454174,cafe,,Little Branch Cafe,,,,,,Point,-87.6213901,41.8661313,node/6318454174,Chicago,1251,60605,IL,South Prairie Avenue,,,,yes,,,,-772,https://www.littlebranchcafe.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6318780335,cafe,,Jazzman’s Cafe,,,,,,Point,-87.619776,41.8954561,node/6318780335,Chicago,303,60611,IL,East Superior Street,,,cafe,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6318808034,cafe,,Java & Mug Cafe,,,,,,Point,-87.7107426,41.9829345,node/6318808034,Chicago,3247,60659,IL,West Bryn Mawr Avenue,,,,,,,,-1718,https://javanmug.business.site/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
