type,properties/@id,properties/internet_access,properties/name,properties/old_name,properties/phone,properties/rooms,properties/tourism,properties/website,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/amenity,properties/cuisine,properties/addr:housenumber,properties/addr:street,properties/check_date,properties/indoor_seating,properties/wheelchair,properties/addr:country,properties/addr:postcode,properties/addr:suburb,properties/air_conditioning,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/contact:phone,properties/contact:website,properties/opening_hours,properties/addr:city,properties/addr:unit,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/bar,properties/outdoor_seating,properties/smoking,properties/addr:housename,properties/addr:state,properties/internet_access:fee,properties/takeaway,properties/email,properties/addr:floor,properties/level,properties/toilets,properties/toilets:access,properties/name:en,properties/changing_table,properties/drive_through,properties/toilets:menstrual_products,properties/toilets:wheelchair,properties/historic,properties/operator,properties/contact:facebook,properties/breakfast,properties/delivery,properties/delivery:partner,properties/fixme,properties/ref,properties/contact:instagram,properties/contact:twitter,properties/fax,properties/stars,properties/website:menu,properties/highchair,properties/phone:AU,properties/brand:en,properties/brand:ja,properties/name:ja,properties/reservation,properties/wikidata,properties/wikipedia,properties/capacity,properties/brewery,properties/description,properties/diet:dairy_free,properties/diet:gluten_free,properties/diet:meat,properties/diet:vegetarian,properties/payment:mastercard,properties/payment:visa,properties/diet:vegan,properties/alt_name,properties/check_date:diet:vegan,properties/check_date:diet:vegetarian,properties/check_date:opening_hours,properties/check_date:smoking,properties/payment:american_express,properties/min_age,properties/drink:coffee,properties/food:salad,properties/food:bagel,properties/diet:noodle,properties/not:brand:wikidata,properties/opening_hours:signed,properties/self_service,properties/drink:bubble_tea,properties/currency:AUD,properties/second_hand,properties/stroller
Feature,node/10720788733,,Hunter & Barrel,,,,,https://hunterandbarrel.com/au/,Point,115.8576455,-31.9518817,node/10720788733,restaurant,,,,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,
Feature,node/10720788737,,Croff Bakehouse,,,,,,Point,115.8574154,-31.9518155,node/10720788737,cafe,,,,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10776930271,,Rubra on the Swan,,,,,,Point,115.8597369,-31.9594935,node/10776930271,cafe,,,,2023-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10892400972,,Meeting Place Kiosk,,,,,,Point,115.8602159,-31.9374318,node/10892400972,cafe,coffee_shop,,,2023-05-13,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,
Feature,node/10892539063,,Wines of While,,,,,,Point,115.8632117,-31.9431381,node/10892539063,restaurant,,,,2023-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10892627382,,T4 Tea For U,,,,,,Point,115.8610389,-31.9466213,node/10892627382,cafe,bubble_tea,312A,William Street,2024-05-17,,,,,,,T4,Q112123535,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4 Tea House,,,,,,,,,,,,,,,,,
Feature,node/10961028545,,Espresso & Prosecco,,,,,http://espressoandprosecco.com.au,Point,115.8590263,-31.9543534,node/10961028545,cafe,,655,Hay Street Mall,2023-06-07,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10970191954,,Voodoo Coffee,,,,,,Point,115.8576423,-31.9512733,node/10970191954,cafe,,,,2025-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11002703162,,Finns Espresso,,,,,,Point,115.8593494,-31.9540076,node/11002703162,cafe,,,,2024-04-07,yes,yes,,,,,,,,,,Mo-Fr 07:00-15:00; Sa 08:00-15:00; Su 10:00-14:00; PH closed,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11002721297,,Coffee Club,,,,,,Point,115.8597231,-31.9523372,node/11002721297,cafe,,,,2026-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11036470398,,Source Foods,,+61 426 879 592,,,https://www.sourcefoods.com.au/,Point,115.8657958,-31.9442478,node/11036470398,cafe,,289,Beaufort Street,2026-02-04,yes,yes,,,,yes,,,,,,Mo-Sa 07:00-14:00; Su 07:30-14:00,,4,yes,yes,yes,,sidewalk,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,2026-02-04,2026-02-04,2026-02-04,2026-02-04,yes,,,,,,,,,,,,
Feature,node/11146280949,,Brika,,+61 455 321 321,,,https://brika.com.au/,Point,115.8655058,-31.9468854,node/11146280949,restaurant,greek,177,Stirling Street,2026-01-14,,yes,,6000,,,,,,,,"Tu-Th 17-21; Fr-Sa 11:30-14:30, 17-22",,3,,,,yes,yes,,,,,,info@brika.com.au,G,0,,,"""I Found""",,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,yes,,,,,,,18,,,,,,,,,,,
Feature,node/11189977481,,Barrel House Eatery,,,,,,Point,115.862337,-31.9547376,node/11189977481,restaurant,barbecue,,,2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11281161251,,Baan Baan,,,,,,Point,115.8625588,-31.9467296,node/11281161251,restaurant,thai,,,2023-10-22,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,
Feature,node/11281161252,,Kung Fu Hotpot,,,,,,Point,115.8623967,-31.9470312,node/11281161252,restaurant,chinese,,,2023-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11281161253,,Endless Delight Chinese Cuisine,,,,,,Point,115.8621595,-31.9469205,node/11281161253,restaurant,chinese,,,2023-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11294631043,,Authentic Bites Dumpling House,,,,,,Point,115.8619783,-31.9468071,node/11294631043,restaurant,chinese,,,2023-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11294631045,,,,,,,,Point,115.862273,-31.946646,node/11294631045,cafe,italian,,,2023-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11407122734,,Gemini Cafe,,,,,,Point,115.858421,-31.9551548,node/11407122734,cafe,ice_cream;cake,66,St Georges Terrace,,,,,6000,Perth,,,,,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11414443903,,Smooth Operator,,,,,,Point,115.8518486,-31.9516074,node/11414443903,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11418747823,,Tom's,,,,,,Point,115.8662321,-31.9443495,node/11418747823,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11748277618,,Teom Kitchen + Bakery,,,,,,Point,115.8522221,-31.9540864,node/11748277618,cafe,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,
Feature,node/11749905616,,Fine Asian Kitchen,,,,,,Point,115.8543404,-31.9535857,node/11749905616,restaurant,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11751903885,,Cafe 225,,,,,,Point,115.85174,-31.9536335,node/11751903885,cafe,,225,St Georges Terrace,,,,,6000,Perth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11752061215,,,,,,,,Point,115.8510286,-31.9523898,node/11752061215,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11752136177,,Schmears,,,,,,Point,115.8533768,-31.9530157,node/11752136177,cafe,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,
Feature,node/11789322086,,Teamorrow,,,,,,Point,115.8620071,-31.9445718,node/11789322086,cafe,bubble_tea,,,2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11789322088,,Lido Restaurant,,,,,,Point,115.8620534,-31.9443157,node/11789322088,restaurant,vietnamese,,,2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11799149749,,Trackside Bakery,,,,,https://www.tracksidebakery.com.au/,Point,115.8604287,-31.951712,node/11799149749,cafe,,,,2026-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11806156341,,Hadiqa,,,,,https://sneakersandjeans.com.au/pages/hadiqa,Point,115.8640317,-31.9551173,node/11806156341,restaurant,moroccan;greek;mediterranean,40,Irwin Street,,,,,6000,Perth,,,,,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11810571883,,Little Soho Coffee Co.,,,,,,Point,115.8539308,-31.9536996,node/11810571883,cafe,coffee_shop,,,2025-11-12,,,,,,,,,,,,Mo-Th 06:00-14:00; Fr 06:00-13:00,,,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11827235934,,Sushi Hub,,,,,,Point,115.8556795,-31.949754,node/11827235934,restaurant,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11827235938,,Kickin' Inn Kajun Seafood,,,,,,Point,115.8554337,-31.9494058,node/11827235938,restaurant,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11836975385,,Gangnam,,,,,,Point,115.8585838,-31.9507375,node/11836975385,restaurant,korean,,,2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11839463731,,Hiss & Smoke,,,,,,Point,115.8587739,-31.9508057,node/11839463731,restaurant,,,,2025-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11840755848,,Novotel,,,,hotel,https://www.novotelperthmurraystreet.com.au/,Point,115.8540948,-31.9510845,node/11840755848,,,388,Murray Street,,,,,6000,Perth,,Novotel,Q420545,,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11840755849,,Gather & Trade,,,,,,Point,115.8541354,-31.9511742,node/11840755849,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11878348269,,Mr. bun,,,,,,Point,115.8611781,-31.953553,node/11878348269,restaurant,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11896284769,,Thanh Dat Vietnamese Noodle House,,,,,https://www.thanhdatperth.com.au/,Point,115.8624516,-31.9438675,node/11896284769,restaurant,vietnamese,425,William Street,,,,,,,,,,,,,"Th-Tu 11:00-15:00, 17:30-20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thanhdatperth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11896612957,,Long Chim,,,,,,Point,115.8601901,-31.9556063,node/11896612957,restaurant,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11909794256,,Jom Kopitiam,,,,,,Point,115.8610108,-31.9466783,node/11909794256,restaurant,,,,2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11914533343,,Ischia,,,,,,Point,115.8731348,-31.9469574,node/11914533343,cafe,,,,2024-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12002589569,,Took Bae Kee,,,,,,Point,115.8609462,-31.9529217,node/12002589569,restaurant,korean,127,Barrack Street,,,,,6000,Perth,,,,,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12090146384,,Boost Juice,,,,,,Point,115.8605344,-31.9514761,node/12090146384,cafe,juice,,,,,,,,,,Boost Juice,Q4943789,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12100274086,,Bocelli Espresso,,,,,,Point,115.8581674,-31.9514182,node/12100274086,cafe,,,,2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12169914027,,,,,,,,Point,115.8614705,-31.9460778,node/12169914027,cafe,bubble_tea,,,2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12169914028,,Kumo,,,,,,Point,115.8616051,-31.9461333,node/12169914028,cafe,pancake,,,2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12169959825,,S&T,,,,,,Point,115.861482,-31.9453598,node/12169959825,restaurant,thai,,,2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12206616101,,Milky Lane,,,,,,Point,115.8594053,-31.9594439,node/12206616101,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207959594,,Bari-uma Ramen,,,,,,Point,115.8602688,-31.9543472,node/12207959594,restaurant,japanese,63,Barrack Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
Feature,node/12207959596,,Chaffic,,,,,,Point,115.8600405,-31.952069,node/12207959596,cafe,bubble_tea,,,,,,,,,,,,,,,Mo-Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12207959597,no,Sharetea,,,,,,Point,115.8576911,-31.9523979,node/12207959597,cafe,bubble_tea,140,William Street,2026-02-03,,yes,,6000,Perth,yes,,,,,,,,30,,,,no,no,,,WA,,,,G,0,no,,,no,no,no,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q64827032,,,,,,
Feature,node/12208348108,,Arirang Korean BBQ,,+61 8 9225 4855,,,https://www.arirang.com.au/,Point,115.8604774,-31.9538237,node/12208348108,restaurant,korean;barbecue,91-93,Barrack Street,,,,,,,,,,,,,Mo-Su 11:30-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12208348109,,Main Street Ryu Japanese Food X Liquor,,,,,,Point,115.8603274,-31.954136,node/12208348109,restaurant,japanese;liquor,83,Barrack Street,,,,,6000,Perth,,,,,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12245954788,,Tokyo Sushi,,,,,,Point,115.8558957,-31.9533756,node/12245954788,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12245954790,,Miss Maud,,,,,,Point,115.8552303,-31.9531258,node/12245954790,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12245954793,,Drip House,,,,,,Point,115.8561819,-31.9531325,node/12245954793,cafe,,,,2025-06-13,,yes,,,,,,,,,,06:00-14:00,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12245954796,,Raasoi,,,,,,Point,115.8558248,-31.9533558,node/12245954796,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12257767763,,Ongrill,,,,,,Point,115.8617348,-31.9403221,node/12257767763,restaurant,korean,,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12257767764,,Khanom,,,,,,Point,115.8619336,-31.9404018,node/12257767764,restaurant,thai,,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12470375502,,Mela Indian,,,,,,Point,115.8627649,-31.9438194,node/12470375502,restaurant,,402,William Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-28,,,,,,,,,no,,,,,
Feature,node/12657032187,,Lamont's,,+61 8 9226 1884,,,https://lamonts.com.au/bishops-house/,Point,115.8513544,-31.9541971,node/12657032187,restaurant,,,,,,,,6000,Perth,,,,,,,,,,,,,,,,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12683536207,,Sha Patisserie,,,,,,Point,115.85518,-31.955044,node/12683536207,cafe,,,,,no,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12724747960,,Saigon Vietnamese & Asian Food,,,,,,Point,115.8535105,-31.9522878,node/12724747960,restaurant,asian;vietnamese,,,,,yes,,,,,,,,,,Mo 10:00-15:00; Tu-Th 10:00-21:00; Fr 10:00-22:00; PH closed,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12753527035,,Kinky Lizard Espresso Bar,,,,,,Point,115.8532189,-31.9524841,node/12753527035,cafe,,,,2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12753866617,,Nero Espresso Coffee,,,,,,Point,115.8556039,-31.952706,node/12753866617,cafe,,,,2025-11-12,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12753866620,,Mad Kitchen,,,,,,Point,115.860657,-31.9512791,node/12753866620,restaurant,sushi,,,2025-04-14,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12753866622,,Benoffee Espresso,,,,,,Point,115.8604818,-31.9512983,node/12753866622,cafe,ice_cream,,,2026-02-05,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12777387520,,Singular Coffee,,,,,,Point,115.8667916,-31.9584827,node/12777387520,cafe,,,,2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12777692514,,Crib Lane,,,,,,Point,115.8540197,-31.9527478,node/12777692514,cafe,,,,2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12801680567,,Swish Coffee Brewers,,,,,https://www.swishcoffeebrewers.com.au,Point,115.8557141,-31.9548708,node/12801680567,cafe,,,,2025-05-01,,,,,,,,,,,,"Mo-Th 07:00-15:00; Fr 07:00-14:00; Sa-Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12801680570,,Playa Coffee,,,,,,Point,115.8558028,-31.9554733,node/12801680570,cafe,,,,2025-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12813354572,,Ascua,,,,,,Point,115.854862,-31.9530432,node/12813354572,restaurant,,,,2025-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12836335650,,Cabinet Noir Express,,,,,,Point,115.855861,-31.9520703,node/12836335650,cafe,,,,2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12850138730,,Fresh In The City,,,,,,Point,115.8531981,-31.9539322,node/12850138730,cafe,,,,2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12850165666,,CC Coffee,,,,,,Point,115.853592,-31.9544789,node/12850165666,cafe,,,,2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12894152742,,Game City,,,,,,Point,115.8570323,-31.9538787,node/12894152742,cafe,,,,2025-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12894241586,,Alba,,,,,https://www.stories.au/alba/,Point,115.8588385,-31.9508611,node/12894241586,restaurant,,,,2025-06-08,,yes,,,,,,,,,,Mo-Tu off; We-Su 11:30-24:00,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12895879191,,Karla,,,,,https://www.stories.au/karla/,Point,115.8584285,-31.9504607,node/12895879191,restaurant,,,,2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12973142254,,Ground+Co.,,,,,https://groundandco.com.au/,Point,115.860877,-31.9489464,node/12973142254,cafe,,25,Francis Street,,,,,,,,,,,,,Mo-Fr 07:30-14:00,,,,,,,yes,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12976495421,,Ground.,,,,,,Point,115.8586563,-31.950775,node/12976495421,cafe,,,,2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/13036657501,,Costanza's Simple,,,,,https://www.simpleitalian.com.au/,Point,115.8534071,-31.9512343,node/13036657501,restaurant,italian;italian_pizza,413,Murray Street,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,
Feature,node/13143862610,,Chuonkin,,,,,,Point,115.8610364,-31.9527058,node/13143862610,restaurant,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
