type,properties/@id,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/amenity,properties/created_by,properties/addr:state,properties/ele,properties/gnis:feature_id,properties/brand,properties/brand:wikidata,properties/cuisine,properties/opening_hours,properties/takeaway,properties/addr:city,properties/addr:housenumber,properties/addr:province,properties/addr:street,properties/brand:wikipedia,properties/diet:vegan,properties/diet:vegetarian,properties/indoor_seating,properties/official_name,properties/outdoor_seating,properties/smoking,properties/wheelchair,properties/contact:facebook,properties/contact:instagram,properties/phone,properties/website,properties/website:menu,properties/check_date,properties/source,properties/diet:halal,properties/diet:kosher,properties/addr:postcode,properties/payment:credit_cards,properties/payment:debit_cards,properties/addr:unit,properties/check_date:opening_hours,properties/check_date:smoking,properties/internet_access,properties/internet_access:fee,properties/not:brand:wikidata,properties/email,properties/air_conditioning,properties/delivery,properties/wikidata,properties/alt_name,properties/operator,properties/internet_access:ssid,properties/reservation,properties/contact:yelp,properties/image,properties/changing_table,properties/drive_through,properties/description,properties/height,properties/historic,properties/wikipedia,properties/bar,properties/diet:gluten_free,properties/level,properties/branch,properties/website:en,properties/website:fr,properties/toilets:wheelchair,properties/display,properties/support,properties/visibility,properties/opening_hours:signed,properties/capacity,properties/toilets,properties/brand:en,properties/brand:zh,properties/name:en,properties/name:zh,properties/shop,properties/amenity:bar,properties/payment:cash,properties/stars,properties/addr:floor,properties/toilets:access,properties/internet_access:type,properties/url,properties/indoor,properties/payment:visa,properties/direction,properties/diet:non-vegetarian,properties/note,properties/opening_hours:2025-12-21-,properties/microbrewery,properties/payment:interac,properties/check_date:currency:XBT,properties/currency:XBT,properties/payment:coinos,properties/payment:lightning,properties/payment:onchain,properties/survey:date,properties/payment:mastercard,properties/alt_name:en,properties/alt_name:vi,properties/name:vi,properties/source:location,properties/old_name,properties/highchair,properties/designation,properties/drive_in,properties/payment:american_express,properties/payment:cards,properties/payment:coins,properties/payment:contactless,properties/payment:notes,properties/short_name,properties/start_date,properties/diet:organic,properties/natural,properties/addr:country,properties/entrance,properties/payment:lightning_contactless,properties/self_service,properties/check_date:diet:vegetarian,properties/payment:apple_pay,properties/fax,properties/diet:meat,properties/name:ko,properties/bakery,properties/fixme,properties/name:fi,properties/internet,properties/brewery,properties/ref,properties/int_name,properties/diet:dairy_free,properties/diet:paleo,properties/postal_code,properties/payment:alipay,properties/payment:jcb,properties/payment:wechat,properties/contact:website,properties/diet:healthy,properties/diet:local,properties/diet:lactose_free,properties/diet:milk_tea,properties/diet:natural_foods,properties/internet_access:password,properties/opening_hours:drive_through,properties/contact:phone,properties/name:zh-Hans,properties/phone:mnemonic,properties/check_date:internet_access,properties/delivery:partner,properties/diet:chicken,properties/diet:fish,properties/diet:seafood,properties/name:fr,properties/payment:discover_card,properties/payment:visa_debit,properties/cocktails,properties/name:ja,properties/leisure,properties/language:en,properties/language:vi,properties/haunted,properties/office,properties/name:yue,properties/theme,properties/happy_hours,properties/name:yue-Hant,properties/diet:pescetarian,properties/television,properties/name:zh-Hant,properties/contact:email,properties/takeaway:covid19,properties/faces,properties/opening_hours:covid19,properties/payment:app,properties/panoramax,properties/panoramax:0,properties/panoramax:1,properties/panoramax:2,properties/toilets:fee,properties/toilets:gender_segregated,properties/toilets:wheelchair:grab_rail:foldable:left,properties/toilets:wheelchair:grab_rail:left,properties/toilets:wheelchair:grab_rail:right,properties/website:orders,properties/name:de,properties/disused:cuisine,properties/craft,properties/rooms,properties/addr:suite,properties/description:en,properties/payment:google_pay,properties/payment:square_pay,properties/pizza:style,properties/karaoke,properties/diet:omnivore,properties/building,properties/note:address_buildingnumber,properties/toilets:menstrual_products,properties/check:date,properties/drink:bubble_tea,properties/was:name,properties/drink:beer,properties/drink:coffee,properties/drink:tea,properties/drink:wine,properties/drink:espresso,properties/takeaway:website,properties/level:ref,properties/contact:youtube,properties/phone:tollfree
Feature,node/4672299309,Tatos Kitchen,,Point,-123.0988083,49.2793404,node/4672299309,restaurant,,,,,,,chinese,Mo-Su 10:00-18:30,,Vancouver,232,BC,Keefer Street,,,,,,,,,,,-6464,https://www.tatoskitchen.com/,,21-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4682097803,Moja Coffee,,Point,-123.0692817,49.2747084,node/4682097803,cafe,,,,,,,coffee,07:00-19:00,,Vancouver,1102,,Commercial Drive,,,,yes,,yes,no,yes,,,-8134,,,,,,,V5L 3X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4694721125,Caspian Flame,,Point,-123.1393334,49.2638011,node/4694721125,restaurant,,,,,,,turkish,Mo-Su 09:30-00:00,,,1521,,West Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4694725890,New Bhaia Sweet Shop and Restaurant,,Point,-123.0903793,49.2324291,node/4694725890,restaurant,,,,,,,indian,Su-Sa 09:30-21:00,yes,,5740,,Fraser Street,,,,,,no,no,yes,,,-3026,https://newbhaiasweet.com/,,20-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4696622507,The Alley,,Point,-123.1248665,49.2807802,node/4696622507,cafe,,,,,,,bubble_tea,Mo-Su 12:00-21:00,,Vancouver,985,BC,Hornby Street,,yes,yes,yes,,no,no,yes,,,,,,,,,,V6Z 1V3,yes,yes,,,,,,,,yes,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4698789557,Bicycle Bistro,,Point,-123.1312212,49.2998234,node/4698789557,cafe,,,,,,,,Mo-Su 11:00-16:00,,Vancouver,,BC,,,,,yes,,yes,,,,,,https://www.vanaqua.org/explore/dining/bicycle-bistro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ocean Wise Cafe;Waterfall Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4704696160,Indian Bay Leaf,,Point,-123.0649493,49.2401113,node/4704696160,restaurant,,,,,,,indian,,,,4890,,Victoria Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4723165789,J & G Fried Chicken,,Point,-123.134221,49.2904957,node/4723165789,restaurant,,,,,,,,,,Vancouver,1706,BC,Robson Street,,,,yes,,no,no,,,,,,,,,,,V6G 1E2,,,,27-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4728754111,Amay's House,,Point,-123.036072,49.2344287,node/4728754111,restaurant,,,,,,,burmese,,,Vancouver,3293,BC,Kingsway,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4728754195,Klasik Inasal,,Point,-123.0898719,49.2623116,node/4728754195,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4730286193,Jingle Bao,,Point,-123.1348802,49.2916811,node/4730286193,restaurant,,,,,,,,Mo-Su 10:30-23:00,,Vancouver,774,BC,Denman Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4731534371,Catfé,,Point,-123.107325,49.2800521,node/4731534371,cafe,,,,,,,,,,Vancouver,,BC,,,yes,,,,,,,,,,https://www.catfe.ca/,,,,,,,,,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4731543598,Chi Chi's Cafe,,Point,-123.1073999,49.2807562,node/4731543598,cafe,,,,,,,,,,Vancouver,508,BC,Abbott Street,,,,,,,,,,,,http://goldiespizza.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4731543599,Caveman Cafe,,Point,-123.107015,49.2808098,node/4731543599,cafe,,,,,,,,Mo-Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-18:00,yes,Vancouver,88,BC,West Pender Street,,yes,yes,,,no,,yes,,,-1602,https://www.cavemancafe.ca/,,,,only,,,,yes,1005,,,,,,info@cavemancafe.ca,,,,,,,,,,,,,,,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4750027623,Sushi by Yuji,,Point,-123.0598187,49.2424784,node/4750027623,restaurant,,,,,,,sushi,16:00-20:30; Tu off,,Vancouver,2252,BC,Kingsway,,,,,,,,,,,+1 604 434 0003,https://www.facebook.com/sushibyyuji/,,,,,,V5N 2T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4750027625,Pallet Coffee Roasters,,Point,-123.0763241,49.25002,node/4750027625,cafe,,,,,,,,,,Vancouver,1398,,Kingsway,,,,,,,,yes,,,,,,10-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4750152123,Polarstar Snacks,,Point,-123.0294423,49.2322075,node/4750152123,restaurant,,,,,,,,,,Vancouver,3499,,Kingsway,,,,,,,,,,,,,,23-07-2025,,,,V5R 4M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4750152821,Metro Cafe Bar,,Point,-123.038118,49.2353139,node/4750152821,cafe,,,,,,,portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4770571921,Gay Village,attraction,Point,-123.1333798,49.2817994,node/4770571921,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gay Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4783930222,Afghan Horsemen Restaurant,,Point,-123.1387834,49.269316,node/4783930222,restaurant,,,,,,,afghan,Su-Th 17:00-22:00; Fr-Sa 17:00-23:00,,Vancouver,,BC,Anderson Street,,,yes,yes,,yes,no,no,,,-7399,https://afghanhorsemen.com/,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghan Horsemen Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4795559354,Kinara Indian Cuisine,,Point,-123.135633,49.2830915,node/4795559354,restaurant,,,,,,,indian,"Mo-Fr 11:00-22:00; Sa, Su 12:00-22:00",yes,Vancouver,1326,BC,Davie Street,,,,yes,,no,no,yes,,,+1 604-633-8313,http://kinaraindiancuisine.com,,,,,,V6E 1N5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,yes,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4796015033,Pho in Love,,Point,-123.140588,49.286609,node/4796015033,restaurant,,,,,,,vietnamese,,,Vancouver,1725,BC,Davie Street,,,,,,,,,,,,https://www.phoinlove.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4828732701,Hanoi Old Quarter Restaurant,,Point,-123.174195,49.2643226,node/4828732701,restaurant,,,,,,,vietnamese,"Mo,We-Su 11:30-15:30,17:00-21:00; Tu 17:00-21:00",,,3105,,West Broadway,,,,,,,,,,,,,,11-01-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4828947743,Tachingón,,Point,-123.171855,49.264266,node/4828947743,restaurant,,,,,,,mexican,,,Vancouver,2967,BC,West Broadway,,,,,,,,,,,,,,23-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4828947744,Pokay,,Point,-123.171801,49.2642652,node/4828947744,restaurant,,,,,,,sushi,Su-Th 11:00-21:00; Fr-Sa 11:00-21:30,yes,Vancouver,2965,,West Broadway,,,,,,,,,,,-9497,https://www.pokayvancouver.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4828947745,Harvest Delicatessen,,Point,-123.1717479,49.2642636,node/4828947745,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delicatessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4828947746,Tera V Burger,,Point,-123.1716944,49.2642602,node/4828947746,restaurant,,,,,,,burger,,,,,,,,yes,only,,,,,,teravburger,,,https://www.teravburger.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4842907227,Tacofino,,Point,-123.119515,49.2764454,node/4842907227,restaurant,,,,,,,mexican,"Su-Th 11:00-22:00, Fr,Sa 11:00-24:00",,Vancouver,1025,BC,Mainland Street,,yes,yes,yes,,yes,no,yes,,,-9382,http://www.tacofino.com/location/yaletown-burrito-bar,,,,no,no,V6B 5P9,yes,yes,,10-12-2023,,,,,yaletown@tacofino.com,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4842907228,West Oak,,Point,-123.119601,49.2763998,node/4842907228,restaurant,,,,,,,,"Mo,Tu 11:00-24:00, We,Th 11:00-01:00, Fr,Sa 11:00-02:00, Su 11:00-01:00",,Vancouver,1035,,Mainland Street,,,,yes,,yes,,,,,,https://westoakrestaurant.com/,,,,,,,,,,03-06-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4842907238,Dovetail,,Point,-123.1203101,49.2759244,node/4842907238,restaurant,,,,,,,,Su-Th 11:30-00:00; Fr-Sa 11:30-01:00; ,,Vancouver,1079,BC,Mainland Street,,,,yes,,yes,no,yes,http://instagram.com/dovetailvancouver,,-2027,https://www.dovetailrestaurant.ca,https://www.dovetailrestaurant.ca/menu,,,,,V6B 5P9,,,,,,,,,info@dovetailrestaurant.ca,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4842937821,Fanny Bay Oyster Bar,,Point,-123.114112,49.278575,node/4842937821,restaurant,,,,,,,seafood,14:00-22:00,,Vancouver,762,BC,Cambie Street,,,,yes,,no,,,,,-10666,https://www.fannybayoysters.com/location/oyster-bar--shellfish-market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4842976322,Moltaqa,,Point,-123.1190454,49.276436,node/4842976322,restaurant,,,,,,,moroccan,Mo-Th 16:30-23:00; Fr-Su 12:00-24:00,,Vancouver,1002,BC,Mainland Street,,,yes,yes,,no,no,limited,,,-2626,https://moltaqarestaurant.ca/,,,,,,,,,,,,,,,,,,Q122981244,,,,,,,,,,,,en:Moltaqa,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4844724670,Vij's,,Point,-123.114845,49.2575621,node/4844724670,restaurant,,,,,,,indian,Su-Th 17:30-21:30; Fr-Sa 17:30-22:00,,,3106,,Cambie Street,,,,,,,,,,,-8003,https://vijs.ca/vijs-restaurant/,,,,,,,,,,,,,,,,,,Q130198950,,,,,,,,,,,,en:Vij's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4844898122,Frankie’s Italian Kitchen & Bar,,Point,-123.113353,49.2781965,node/4844898122,restaurant,,,,,,,italian,Mo-Sa 07:00-23:00; Su 07:00-22:00,,Vancouver,755,BC,Beatty Street,,,,yes,,yes,no,,,,-7659,http://www.frankiesitaliankitchen.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4844898124,Pho Khanh Express,,Point,-123.1155489,49.2762526,node/4844898124,restaurant,,,,,,,vietnamese;cambodian,Su-Tu 10:00-22:00; We-Fr 10:00-22:30; Sa 10:00-23:00,,Vancouver,910,BC,Beatty Street,,,yes,yes,,yes,no,yes,,,-5712,https://khanhexpress.ca/,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4844898125,7Days Coffee,,Point,-123.115703,49.276166,node/4844898125,cafe,,,,,,,,"Mo-Fr 07:30-16:00; Sa,Su 08:00-16:00",,Vancouver,920,BC,Beatty Street,,,yes,yes,,yes,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7Days Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4852515921,Latin Square,,Point,-123.1312098,49.2806665,node/4852515921,cafe,,,,,,,,,,Vancouver,1105,BC,Davie Street,,,,yes,,no,no,,,,,,,,,,,,,,,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4858371423,Onigiri Ya,,Point,-123.1160937,49.2792644,node/4858371423,restaurant,,,,,,,japanese,Mo-Fr 11:30-14:00,,Vancouver,345,BC,Robson Street,,,,yes,,no,no,,,,,https://www.onigiriya.ca/,,,,,,V6B 6B3,,,202,,,,,,,,,,,,,,,,,,,,,,,,,Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/4859580822,El Furniture Warehouse - Granville,,Point,-123.1228253,49.2795769,node/4859580822,restaurant,,,,,,,,Mo-Su 11:00-02:00,,Vancouver,989,BC,Granville Street,,,yes,yes,,yes,no,yes,,,-9360,https://www.warehousegroup.ca/el-furniture-warehouse-granville,,,,,,V6Z 1L3,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Every dish is $6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
