type,properties/@id,properties/created_by,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/natural,properties/amenity,properties/cuisine,properties/phone,properties/website,properties/wheelchair,properties/historic,properties/ref:nz:heritage,properties/wikidata,properties/addr:city,properties/addr:country,properties/addr:housenumber,properties/addr:street,properties/addr:suburb,properties/name:mi,properties/diet:vegan,properties/internet_access,properties/opening_hours,properties/description,properties/ref:linz:address_id,properties/brand,properties/brand:wikidata,properties/name:zh,properties/shop,properties/source,properties/brand:wikipedia,properties/start_date,properties/outdoor_seating,properties/email,properties/addr:postcode,properties/level,properties/building:flats,properties/contact:facebook,properties/contact:instagram,properties/self_service,properties/website:menu,properties/man_made,properties/check_date,properties/wifi,properties/diet:halal,properties/branch,properties/bar,properties/reservation,properties/official_name,properties/takeaway,properties/check_date:internet_access,properties/old_name,properties/check_date:currency:XBT,properties/currency:XBT,properties/facebook,properties/payment:onchain,properties/note,properties/internet_access:fee,properties/smoking,properties/operator,properties/name:en,properties/addr:housename,properties/diet:kosher,properties/payment:credit_cards,properties/payment:debit_cards,properties/fixme,properties/check_date:opening_hours,properties/air_conditioning,properties/toilets,properties/stars,properties/alt_name,properties/name:mk,properties/opening_hours:signed,properties/name:ja,properties/mobile,properties/contact:website,properties/diet:gluten_free,properties/diet:vegetarian,properties/attraction,properties/craft,properties/addr:district,properties/contact:tripadvisor,properties/contact:yelp,properties/contact:email,properties/opening_hours:kitchen,properties/payment:cards,properties/payment:cash,properties/delivery,properties/source:location,properties/survey:date,properties/capacity,properties/brewery,properties/changing_table,properties/indoor_seating,properties/brand:en,properties/brand:zh,properties/addr:neighbourhood,properties/surveillance,properties/opening_hours:covid19,properties/diet:lactose_free,properties/internet_access:ssid,properties/opening_hours:rubbish,properties/payment:coins,properties/payment:mastercard,properties/payment:notes,properties/payment:visa,properties/payment:eftpos,properties/disused,properties/contact:phone,properties/contact:webchat,properties/highchair,properties/toilets:access,properties/addr:hamlet,properties/check_date:currency,properties/payment:lightning,properties/payment:lightning_contactless,properties/dog,properties/not:brand:wikidata,properties/name:de,properties/cafe,properties/contact:twitter,properties/name:ko,properties/toilets:wheelchair,properties/payment:nfc_mobile_payments,properties/addr:floor,properties/diet:mediterranean,properties/diet:seafood,properties/microbrewery,properties/payment:apple_pay,properties/payment:google_pay,properties/addr:unit,properties/is_in,properties/ref,properties/source:opening_hours,properties/name:zh-hant,properties/name:nl,properties/name:ru,properties/name:ar,properties/min_age,properties/rooms,properties/operator:type,properties/operator:wikidata,properties/int_name,properties/contact:pinterest,properties/check_date:diet:gluten_free,properties/check_date:diet:vegan,properties/check_date:diet:vegetarian,properties/changing_table:location,properties/nohousenumber,properties/diet:meat,properties/diet:non-vegetarian,properties/diet:pescetarian,properties/kids_area,properties/payment:qr_code,properties/access,properties/ruins,properties/brand:ja,properties/railway,properties/theme,properties/contact:zomato,properties/contact:foursquare,properties/payment:contactless,properties/payment:cryptocurrencies,properties/payment:electronic_purses,properties/payment:maestro,properties/payment:visa_debit,properties/payment:visa_electron,properties/barrier,properties/leisure,properties/sport,properties/disused:amenity,properties/disused:shop,properties/drive_through,properties/payment:account_cards,properties/payment:app,properties/contact:tiktok,properties/contact:youtube,properties/opening_hours:url,properties/happy_hours,properties/short_name
Feature,node/5750708108,,Food Repubic,,Point,174.7616529,-36.8497254,node/5750708108,,restaurant,chinese;indian;european,,https://skycityauckland.co.nz/restaurants/food-republic/,,,,,,,Corner,Federal Street & Victoria Street,,,,,,,,,,,,,,,no,,,2,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5812054492,,Groove Bar,,Point,174.7443194,-36.8720386,node/5812054492,,restaurant,,,,,,,,,,487,New North Road,Kingsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5843399339,,Hyde,,Point,174.7439228,-36.8500588,node/5843399339,,cafe,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5872439498,,Rude Boy,,Point,174.7567371,-36.84949,node/5872439498,,cafe,deli;bakery;cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5872439502,,Brunch,,Point,174.755939,-36.8495637,node/5872439502,,cafe,cafe;brunch,,,,,,,Auckland,,46,Sale Street,,,,,Mo-Fr 09:00-16:00,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5872457091,,Mojo,,Point,174.7546853,-36.8447926,node/5872457091,,cafe,cafe,,,,,,,Auckland,,58,Gaunt Street,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5872549748,,Sushi Tomi,,Point,174.6139361,-36.8213532,node/5872549748,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5898710285,,Malaysian Noodle and Rice House,,Point,174.6974213,-36.9078193,node/5898710285,,restaurant,asian,,,,,,,,,57D,Wolverton Street,Avondale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901710110,,Sushi House & Donburi,,Point,174.7617264,-36.7893944,node/5901710110,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901710187,,Como st Cafe,,Point,174.769178,-36.788688,node/5901710187,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901710232,,ARK cafe,,Point,174.7723521,-36.7899572,node/5901710232,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901710269,,Bird On A Wire,,Point,174.7724723,-36.7876838,node/5901710269,,restaurant,chicken,,https://www.birdonawire.co.nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901710272,,Fish Fish,,Point,174.7720054,-36.7874946,node/5901710272,,restaurant,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901880909,,Dak Hanmari Korean BBQ,,Point,174.7692822,-36.7892453,node/5901880909,,restaurant,korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901880930,,Dodo Sushi & Donburi,,Point,174.7730077,-36.7899106,node/5901880930,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901880969,,Fatima's,,Point,174.772253,-36.7863507,node/5901880969,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5901880970,,Al Forno,,Point,174.7719423,-36.786524,node/5901880970,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5902850685,,Scarecrow,,Point,174.7665894,-36.8495626,node/5902850685,,cafe,fine_dining;sandwich,,,limited,,,,,,,,,,yes,,Mo-Su 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5910580686,,Ripples Cafe,,Point,174.7861021,-36.6209549,node/5910580686,,cafe,,,,,,,,,,,,,,,,Mo-Su 06:30-21:00,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5913292063,,Coo Japanese Kitchen,,Point,174.7245769,-36.8121403,node/5913292063,,restaurant,japanese,+64 9 4195140,,,,,,Auckland,,50,Mokoia Road,,,,,,,,,,,,,,,,,0626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5913292064,,Yummy Korean BBQ,,Point,174.7252495,-36.8119713,node/5913292064,,restaurant,korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5913292083,,Sushi-Ya Sushi,,Point,174.7237963,-36.8114876,node/5913292083,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5941497038,,Eden Sushi,,Point,174.7525108,-36.8718561,node/5941497038,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5941497040,,Tuihana,,Point,174.7523042,-36.8726002,node/5941497040,,cafe,,,,,,,,,,,,,Tuihana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5942223443,,Dawn Kitchen,,Point,174.664122,-36.9093149,node/5942223443,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5942223445,,The No Fuss Bar and Eatery,,Point,174.6636379,-36.9092232,node/5942223445,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5942223454,,Tana Thai Restaurant,,Point,174.6645898,-36.9145589,node/5942223454,,restaurant,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5952810144,,Windross Cafe,,Point,174.9685936,-37.0215646,node/5952810144,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5960227586,,Archie,,Point,174.7461563,-36.8546009,node/5960227586,,cafe,cake;coffee_shop,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5984415967,,Pullman Lodge,hotel,Point,174.9412371,-37.053028,node/5984415967,,,,,,yes,,,,,,,,,,,wlan,,,,Pullman,Q3410757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6003714187,,Darrick Shipyard,attraction,Point,174.7565328,-36.3113566,node/6003714187,,,,,,,boatyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6035862164,,Gyoza Bar,,Point,174.7458533,-36.8539743,node/6035862164,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6035862548,,Poké Bar,,Point,174.7458171,-36.85389,node/6035862548,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6058890219,,,,Point,174.7394132,-36.7404672,node/6058890219,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6082216811,,Coffee Pen,,Point,174.7593477,-36.8652083,node/6082216811,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6091233071,,Browne St,,Point,174.6977088,-36.8946867,node/6091233071,,cafe,,+64 9 820 8400,,,,,,"Avondale, Auckland",,50,Rosebank Road,,,,,Mo-Su 06:30-22:00,,,,,,,,,,,,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6104630215,,Obee's,,Point,175.0086363,-36.7814469,node/6104630215,,restaurant,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6104823051,,The Archive Bistro,,Point,175.0002662,-36.7921685,node/6104823051,,restaurant,wine bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6127276685,,Times of India,,Point,174.7594072,-36.8467377,node/6127276685,,restaurant,indian,,https://timesofindia.co.nz/,,,,,Auckland,,21,Graham Street,Auckland Central,,,,"Mo-Fr 12:00-14:00, 16:00-22:00; Sa 17:00-23:00",,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6145451582,,Honey Bones,,Point,174.7321202,-36.8592027,node/6145451582,,cafe,breakfast;coffee_shop;coffee,,,,,,,Auckland,,480,Richmond Road,,,,,"Mo-Fr 07:00-15:00, Sa-Su 08:00-15:00",,,,,,,,,,yes,,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6154753843,,,,Point,174.726886,-36.8670685,node/6154753843,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6167891485,,Old Elephant House,,Point,174.7202314,-36.861216,node/6167891485,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6167891707,,Te Puna,,Point,174.719802,-36.8628569,node/6167891707,,cafe,,,https://aucklandunlimited.com,,,,,,,,,,Te Puna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tātaki Auckland Unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,Q55764471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6173824158,,Musashi,,Point,174.7643511,-36.7725807,node/6173824158,,restaurant,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6177428286,,Affogato,,Point,174.7488093,-36.7142865,node/6177428286,,cafe,,,,,,,,Browns Bay,,1a,Beach Front Lane,,,,,Tu-Th 10:00-16:00; Fr-Su 10:00-17:00,,,,,,,,,,,,0630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6177982750,,The Shucker Brothers,,Point,174.7669614,-36.842977,node/6177982750,,restaurant,,,,,,,,,,,,,,,,Mo-Su 08:00-21:00+,,,,,,,,,,,,,,,,,,,,2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6189171742,,Rise n Shine Cafe,,Point,174.8880085,-37.1447954,node/6189171742,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6299584085,,Vauxhall Café,,Point,174.8050001,-36.8214077,node/6299584085,,cafe,,+64 9 445 0173,,,,,,,,64,Vauxhall Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6315306132,,Melba,,Point,174.7200417,-36.9226868,node/6315306132,,cafe,,,,,,,,Auckland,,1/602,Hillsborough Road,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6326626786,,,,Point,174.6565113,-36.9401065,node/6326626786,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6369444985,,Gong Cha,,Point,174.7658821,-36.848062,node/6369444985,,cafe,bubble_tea,,,yes,,,,,,174,Queen Street,,,,,,,,Gong Cha,Q5581670,貢茶,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貢茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gong Cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6399613186,,Bambina,,Point,174.7442157,-36.8503984,node/6399613186,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
