type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:state,properties/heritage:operator,properties/historic,properties/is_in:city,properties/is_in:country,properties/is_in:country_code,properties/is_in:iso_3166_2,properties/is_in:state,properties/name,properties/name:ar,properties/name:bg,properties/name:bn,properties/name:en,properties/name:hi,properties/name:ja,properties/name:ka,properties/name:ml,properties/name:or,properties/name:ru,properties/name:ta,properties/name:th,properties/name:uk,properties/name:zh,properties/ref:whc,properties/start_date,properties/tourism,properties/whc:criteria,properties/whc:inscription_date,properties/wikidata,properties/wikipedia:en,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/access,properties/common_name:en,properties/name:de,properties/name:fr,properties/name:it,properties/opening_hours,properties/wikipedia,properties/castle_type,properties/addr:postcode,properties/breakfast,properties/check_date,properties/internet_access,properties/internet_access:fee,properties/swimming_pool,properties/website,properties/amenity,properties/diet:vegetarian,properties/addr:housenumber,properties/addr:street,properties/stars,properties/addr:full,properties/email,properties/phone,properties/postal_code,properties/source,properties/smoking,properties/wheelchair,properties/beds,properties/rooms,properties/designation,properties/addr:housename,properties/alt_name,properties/cuisine,properties/url,properties/addr:district,properties/description,properties/phone2,properties/capacity,properties/takeaway,properties/payment:credit_cards,properties/payment:debit_cards,properties/brand,properties/brand:wikidata,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/level,properties/operator,properties/brand:wikipedia,properties/name:ko,properties/int_name,properties/delivery,properties/outdoor_seating,properties/diet:vegan,properties/inscription,properties/addr:unit,properties/name:hu,properties/name:pt,properties/air_conditioning,properties/fax,properties/payment:cash,properties/payment:contactless,properties/short_name,properties/contact:email,properties/opening_hours:covid19,properties/addr:floor,properties/not:name,properties/parking,properties/addr:locality,properties/shop,properties/brand:pa,properties/brand:ur,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/entrance,properties/highchair,properties/website:menu,properties/drive_through,properties/payment:cards,properties/payment:mobile_phone,properties/payment:upi,properties/contact:phone,properties/reservation,properties/toilets,properties/toilets:access,properties/addr:place,properties/mobile,properties/branch,properties/payment:google_pay,properties/payment:mastercard,properties/payment:phonepe,properties/payment:visa,properties/payment:zomato_pay,properties/price,properties/type,properties/disused,properties/brewery,properties/changing_table,properties/microbrewery,properties/bar,properties/building:levels,properties/name:mr,properties/fee
Feature,node/5033546322,,,,,,,,,,,,,,,chai ki thadi,,,,,,,,,,,,,,,,,,Point,75.8628121,26.8149712,node/5033546322,,,,,,,,,302017,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5068025823,,,,,,,,,,,,,,,Thali House,,,,,,,,,,,,,hotel,,,,,Point,75.7990356,26.922532,node/5068025823,,,,,,,,,,,,,,,,,,,Station Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5068025824,,,,,,,,,,,,,,,Archna hotel,,,,,,,,,,,,,hotel,,,,,Point,75.8003662,26.9218088,node/5068025824,,,,,,,,,,,,,,,,,,,Station Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5074567726,,,,,,,,,,,,,,,Jal Mahal,,,,,,,,,,,,,,,,,,Point,75.8374738,26.942206,node/5074567726,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5074575922,,,,,,,,,,,Midtown Multicuisine Restaurant,,,,Midtown multi cuisine restaurant,,,,,,,,,,,,,,,,,,Point,75.820574,26.9237826,node/5074575922,,,,,,,,,,,2025-11-02,,,,,restaurant,,,,,,,,,,,,,,,,,regional,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5078199410,,,,,,,,,,,,,,,Chotiwala,,,,,,,,,,,,,hotel,,,,,Point,75.7881196,26.9214725,node/5078199410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5079237889,,,,,city_gate,,,,,,Suraj Pol,,,,Sun Gate,Suraj Pol,,,,,Солнечные ворота,,,,,,,attraction,,,,,Point,75.8513521,26.9867318,node/5079237889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suraj Pol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5079243358,,,,,city_gate,,,,,,Chand Pol,,,,Moon Gate,,,,,,Лунные ворота,,,,,,,attraction,,,,,Point,75.8508634,26.987223,node/5079243358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chand Pol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5079249026,,,,,,,,,,,Diwan-i-Aam,,,,Diwan-i-Am,,,,,,Диван-и-Ам,,,,,,,attraction,,,,,Point,75.8509196,26.9862904,node/5079249026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5144379721,,,,,,,,,,,,,,,Poppin Organic Café,,,,,,,,,,,,,,,,,,Point,75.7946411,26.9050829,node/5144379721,,,,,,Mo-Su 11:00-22:00,,,302001,,,wlan,,,https://poppin-organic-cafe.business.site/,cafe,,E-145 First,Ramesh Marg,,,,+91 97996 28666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5144800321,,,,,,,,,,,,,,,Food court Indian/Belgium,,,,,,,,,,,,,,,,,,Point,75.7683878,26.8945386,node/5144800321,,,,,,,,,,,,,,,,restaurant,,,Janpath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5147754221,,,,,,,,,,,,,,,Thank god it's healthy,,,,,,,,,,,,,,,,,,Point,75.795372,26.9060714,node/5147754221,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5213122428,Jaipur,,,,,,,,,,Lazy Mozo Backpackers,,,,,,,,,,,,,,,,,,,,,,Point,75.789381,26.9069676,node/5213122428,,,,,,,,,302006,,,,,,,restaurant,,34-A,Shree Rampura Colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5225682023,,,,,,,,,,,,,,,The Tatto Cafe,,,,,,,,,,,,,,,,,,Point,75.8273105,26.923806,node/5225682023,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian;local;coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5225687221,,,,,,,,,,,,,,,Kailash Hotel,,,,,,,,,,,,,hotel,,,,,Point,75.8267656,26.9222997,node/5225687221,,,,,,,,,,,,wlan,,,,,,,Johari Bazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5226282221,,,,,,,,,,,,,,,Tiwari Hotel,,,,,,,,,,,,,hotel,,,,,Point,75.79716,26.9210112,node/5226282221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5227029823,,,,,,,,,,,,,,,Gritz,,Gritz,,,,,,,,,,,hotel,,,,,Point,75.8392404,26.9412042,node/5227029823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5227030921,,,,,,,,,,,"RESTAURANT , JAIPUR",,,,,,あああ,,,,,,,,,,,,,,,,Point,75.8421508,26.9498381,node/5227030921,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5235176285,Jaipur,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8013665,26.8485119,node/5235176285,,,,,,,,,302018,,,wlan,yes,,,,,E 15,Kings Street Ist Avenue Lal Bahadur Nagar (West),,,Info@kesardvilla.com,,,,outside,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,J L N Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5240550722,,,,,,,,,,,,,,,The Stag Rooftop Cafe & Lounge,,,,,,,,,,,,,,,,,,Point,75.8542783,26.9857405,node/5240550722,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5249142721,,,,,,,,,,,,,,,Nand’s and Chawla’s,,,,,,,,,,,,,,,,,,Point,75.8290109,26.8951343,node/5249142721,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5249183922,Jaipur,,,,,,,,,,Gulab Ji Chai,,,,,,,,,,,,,,,,,,,,,,Point,75.7997638,26.9194326,node/5249183922,,,,,,Mo-Su 06:00-20:00,,,,,,,,,,cafe,,,Mirza Ismail Road,,,,,,,,,,,,,,bun_samosa;tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5249299221,,,,,,,,,,,The Tattoo Cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.827314,26.923806,node/5249299221,,,,,,Mo-Su 08:00-23:00,,,302002,,,wlan,,,,cafe,,30,Badi Chaupar,,,Pandey.karan@outlook.com,+919828065533,,,,,,,,,,sandwich;regional;international;cake;pasta;pancake;pizza;curry;indian;breakfast;local;italian,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5277013024,,,,,,,,,,,Hotel Amer View,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8634129,26.9901847,node/5277013024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5283298222,,,,,,,,,,,Hawk View Roof Top Restaurant,,,,Hawk View Roof Top Restaurant,Hawk View Roof Top Restaurant,,,,,,,,,,,,,,,,,Point,75.8283513,26.9304622,node/5283298222,,,,,,,,,,,,wlan,,,,restaurant,,,,,,,,,,,,,,,,,grill;indian,,,,,,,,,,,,,,,,,,,,,,,,Hawk View Roof Top Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5287241780,Jaipur,,,,,,,,,,Holiday Inn Jaipur City Centre,,,,,हॉलिडे इन जयपुर सिटी सेंटर,,,,,,,,,,,,hotel,,,,,Point,75.7927199,26.902774,node/5287241780,,,,,,,,,302001,,,,,,,,,22,Godam Circle,,,,,,,,,,,,,,,,,,,,,,,Holiday Inn,Q2717882,,,,,Holiday Inn,,,,,,,,Plot No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5291991545,,,,,,,,,,,,,,,Khandaka Heritage Haveli,,,,,,,,,,,,,hotel,,,,,Point,75.8291716,26.9225925,node/5291991545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5320578522,,,,,,,,,,,,,,,Sadda adda,,,,,,,,,,,,,,,,,,Point,75.6541984,26.8239279,node/5320578522,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5340747922,,,,,,,,,,,Shama Bhojnyala,,,,,,,,,,,,,,,,,,,,,,Point,75.78773,26.9244566,node/5340747922,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5342932521,,,,,,,,,,,"Maggie rooftop restaurant , Jaipur",,,,,,,,,,,,,,,,,,,,,,Point,75.7897529,26.9241359,node/5342932521,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5344535321,,,,,,,,,,,Wind view cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.8272853,26.9237491,node/5344535321,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5393075823,,,,,,,,,,,,,,,Old Kebab Shop,,,,,,,,,,,,,,,,,,Point,75.8053859,26.9169628,node/5393075823,,,,,,Mo-Su 16:00-23:00,,,,,,,,,,restaurant,,151,Mirza Ismail Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5419597998,,,,,,,,,,,CIP Lounge Airport Jaipur,,,,,,,,,,,,,,,,,,,,,,Point,75.8062494,26.8279302,node/5419597998,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,First Floor,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5419597999,,,,,,,,,,,Airr Toast,,,,,,,,,,,,,,,,,,,,,,Point,75.8061437,26.8277778,node/5419597999,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5422169221,,,,,,,,,,,Curious Life Coffee Roasters,,,,,,,,,,,,,,,,,,,,,,Point,75.7969605,26.9042168,node/5422169221,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5435212024,,,,,,,,,,,hotel aroma classic,,,,Hotel Aroma Classic,,,,,,,,,,,,,hotel,,,,,Point,75.8093779,26.9180476,node/5435212024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5435486822,,,,,,,,,,,hotel welcome,,,,Hotel Welcome,,,,,,,,,,,,,hotel,,,,,Point,75.8103618,26.91864,node/5435486822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5435490421,,,,,,,,,,,,,,,Hotel Sweet Dreams,,,,,,,,,,,,,hotel,,,,,Point,75.8199442,26.9173175,node/5435490421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5468492121,,,,,,,,,,,Cafe Coffee Day,,,,café coffee day,,,,,,,,,,,,,,,,,,Point,75.8197191,26.9112425,node/5468492121,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,coffee_shop,,,,,,yes,,,Cafe Coffee Day,Q5017235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5571560123,,,,,,,,,,,,,,,Sattais Kacheri,,,,,,Саттаис-Качери,,,,,,,attraction,,,,,Point,75.8510547,26.9862093,node/5571560123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5579575445,,,,,,,,,,,,,,,Nice Cafe (it's the name),,,,,,,,,,,,,,,,,,Point,75.8253191,26.9342829,node/5579575445,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5579575531,,,,,,,,,,,,,,,Venus Restaurant,,,,,,,,,,,,,,,,,,Point,75.8278325,26.930591,node/5579575531,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,chinese;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5579686421,,,,,,,,,,,Royal Sheritan Rooftop Bar,,,,,,,,,,,,,,,,,,,,,,Point,75.8284459,26.9304449,node/5579686421,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5585615421,,,,,,,,,,,,,,,Hotel Mansagar,,,,,,,,,,,,,hotel,,,,,Point,75.8409792,26.9461988,node/5585615421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5603023821,,,,,,,,,,,,,,,,,ﾎﾃﾙｼﾞｬｲﾌﾟｰﾙｸﾞﾘｰﾝ,,,,,,,,,,,attraction,,,,,Point,75.696488,26.868197,node/5603023821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5603023822,,,,,,,,,,,"Restaurant , Jaipur",,,,,,Pink City Restaurant,,,,,,,,,,,,,,,,Point,75.837543,26.94956,node/5603023822,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5706200829,,,,,,,,,,,,,,,Utsav Niwas Jaipur,,,,,,,,,,,,,hotel,,,,,Point,75.7741944,26.9439757,node/5706200829,,,,,,,,,302023,,,wlan,,,http://www.utsav-nivas.hotelsinjaipurcity.com,,,C-89,"Shekhawat Marg, Ambawari",,,,+91 99826 65531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5717785320,,,,,,,,,,,Umaid Bhawan,,,,,,,,,,,,,,,,,,,,,,Point,75.7923832,26.9284344,node/5717785320,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5792264353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,75.8347763,26.9334401,node/5792264353,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5796437453,,,,,,,,,,,,,,,Elephant ride,,,,,,,,,,,,,attraction,,,,,Point,75.8758551,26.9839833,node/5796437453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andar de elefante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5806062553,,,,,,,,,,,,,,,Shahi mumal restaurant,,,,,,,,,,,,,,,,,,Point,75.7906405,26.9247436,node/5806062553,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5828540786,,,,,,,,,,,Elephant village,,,,Elephant Riding,,,,,,,,,,,,,attraction,,,,,Point,75.8661354,26.9867146,node/5828540786,,,Elefantenreiten,,,,,,,,,,,,,,,,mahendi ka bass,,,sk501763@gmail.com,+918233976590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5940047485,,,,,,,,,,,,,,,Chillout Jaipur,,,,,,,,,,,,,,,,,,Point,75.7963116,26.9157256,node/5940047485,,,,,,,,,302001,,,wlan,,,http://www.hathroi.com,restaurant,,64,64 हरिकिशन सोमानी मार्ग हैथ्रई किला अजमेर रोड जयपुर,,,,+9191161111146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5953407587,,,,,,,,,,,Jaipur modern,,,,,,,,,,,,,,,,,,,,,,Point,75.7987636,26.9140104,node/5953407587,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6029009694,,,,,,,,,,,,,,,green pigeon,,,,,,,,,,,,,,,,,,Point,75.8369237,26.9396438,node/6029009694,,,,,,,,,,,,wlan,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6029038596,,,,,,,,,,,Green pigeon,,,,,,,,,,,,,,,,,,,,,,Point,75.8369813,26.9397188,node/6029038596,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6029038599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,75.8370234,26.9397212,node/6029038599,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6054477937,,,,,,,,,,,Saini Bhojanalay,,,,,,,,,,,,,,,,,,,,,,Point,75.2562294,26.6973962,node/6054477937,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6062908585,,,,,,,,,,,,,,,Kokum Bistro,,,,,,,,,,,,,,,,,,Point,75.8545361,26.9871861,node/6062908585,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6081395486,,,,,,,,,,,,,,,M,,,,,,,,,,,,,attraction,,,,,Point,75.8167405,26.9170488,node/6081395486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6158494085,,,,,,,,,,,CHANMAN,,,,,,,,,,,,,,,,,,,,,,Point,75.7956052,26.8615784,node/6158494085,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6183444886,,,,,,,,,,,,,,,Surya Mahal Restaurant,,,,,,,,,,,,,,,,,,Point,75.8112696,26.9162394,node/6183444886,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6211248041,,,,,,,,,,,Rajasthan Palace Hotel,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8210697,26.9007439,node/6211248041,,,,,,,,,,,,wlan,,,https://rajasthanpalacehotel.com/,,,,,,"3, Peelwa Garden, Moti Doongari Road Jaipur – 302004 Rajasthan, India",bookrajasthanpalace@gmail.com,+918448385589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6249028885,,,,,,,,,,,Kalyan Rooftop Restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.7958659,26.9162022,node/6249028885,,,,,,Mo-Su 07:00-23:50,,,302001,,,wlan,,,https://www.hotelkalyan.com/dining,restaurant,,59 hathroi fort,Hari Kisham Somani Marg,,,hotelkalyan@gmail.com,9314501591,,,,,,,,,,italian_pizza;crepe;noodles;asian;pancake;italian;sandwich;curry;ice_cream;local;mediterranean;chinese;tea;fine_dining;pizza;pasta;indian,,,,,,,,,,,,,,,Manoj Gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
